,len_before_processing,len_after_processing
1780,1470,1069
1781,2002,1539
1782,1621,1161
1783,2300,1511
1784,2171,1497
1785,3082,2070
1786,882,608
1787,465,331
1788,896,688
1789,1271,878
1790,1141,788
1791,1193,833
1792,1501,1072
1793,1706,1244
1794,1891,1250
1795,1808,1302
1796,1845,1310
1797,1835,1303
1798,1325,922
1799,1631,1197
1800,568,404
1801,1667,1243
1802,530,404
1803,744,537
1804,1201,852
1805,599,460
1806,1076,851
1807,753,516
1808,1494,1099
1809,1314,967
1810,1372,987
1811,1489,992
1812,1311,884
1813,1351,903
1814,1600,1169
1815,1576,1094
1816,1463,983
1817,1265,959
1818,1197,804
1819,1278,886
1820,1731,1226
1821,1761,1291
1822,1567,1143
1823,1341,1002
1824,1761,1264
1825,1678,1222
1826,1413,1001
1827,1383,901
1828,1451,1034
1829,1661,1230
1830,1210,742
1831,1660,1108
1832,1547,1049
1833,1241,892
1834,1494,993
1835,1413,930
1836,1629,1110
1837,949,661
1838,1732,1246
1839,1709,1275
1840,1528,1059
1841,1722,1292
1842,1636,1201
1843,842,555
1844,1270,816
1845,1601,1069
1846,1317,945
1847,1441,931
1848,1594,1068
1849,1552,1082
1850,1428,984
1851,1635,1137
1852,1388,883
1853,1452,996
1854,1377,941
1855,1677,1158
1856,1313,808
1857,1598,1058
1858,1670,1203
1859,1920,1424
1860,1739,1194
1861,1630,1141
1862,1982,1400
1863,1976,1251
1864,1893,1339
1865,2074,1472
1866,1827,1333
1867,1064,720
1868,2197,1559
1869,1473,1034
1870,1204,857
1871,1644,1095
1872,1225,828
1873,1283,865
1874,1534,1098
1875,1170,804
1876,1427,976
1877,1423,997
1878,1817,1327
1879,1647,1108
1880,682,479
1881,1042,842
1882,1003,676
1883,1398,984
1884,811,583
1885,981,687
1886,814,591
1887,790,595
1888,1525,1062
1889,600,454
1890,1962,1348
1891,761,542
1892,1061,721
1893,751,552
1894,1772,1248
1895,900,673
1896,1402,976
1897,1709,1177
1898,1589,1134
1899,1412,936
1900,1749,1202
1901,1420,990
1902,1356,745
1903,1547,1076
1904,1589,1006
1905,1505,1025
1906,1996,1327
1907,1117,792
1908,724,534
1909,1679,1238
1910,1134,821
1911,1776,1218
1912,1704,1153
1913,1708,1245
1914,1614,1124
1915,1459,1014
1916,1818,1313
1917,1568,1054
1918,1395,972
1919,1626,1182
1920,1367,884
1921,1514,1044
1922,1607,1110
1923,1633,1174
1924,1555,1093
1925,1409,1002
1926,1622,1167
1927,1352,972
1928,1386,949
1929,1461,903
1930,1552,1111
1931,1577,1106
1932,1408,978
1933,730,526
1934,1386,1032
1935,1149,779
1936,1243,780
1937,552,381
1938,800,543
1939,977,644
1940,2302,1507
1941,916,595
1942,1351,932
1943,1039,709
1944,1143,773
1945,378,287
1946,1293,1007
1947,991,714
1948,655,431
1949,393,276
1950,1172,791
1951,1335,914
1952,804,608
1953,1196,768
1954,675,492
1955,468,340
1956,422,306
1957,1181,727
1958,1161,756
1959,1600,1172
1960,847,596
1961,747,500
1962,1116,791
1963,1520,980
1964,887,550
1965,1238,784
1966,1130,760
1967,551,383
1968,812,581
1969,1027,779
1970,904,615
1971,575,398
1972,2060,1259
1973,515,377
1974,1307,864
1975,1006,709
1976,1126,701
1977,772,571
1978,1658,1127
1979,1345,896
1980,518,424
1981,1011,670
1982,1232,887
1983,465,381
1984,1171,864
1985,733,503
1986,475,313
1987,803,496
1988,1060,829
1989,503,290
1990,1864,1253
1991,808,561
1992,982,652
1993,1412,993
1994,883,609
1995,1822,1278
1996,430,315
1997,1545,1082
1998,1079,784
1999,1416,946
2000,1275,885
2001,971,713
2002,425,305
2003,1416,1027
2004,1180,910
2005,890,642
2006,1343,981
2007,882,583
2008,1286,857
2009,1200,843
2010,1644,1241
2011,1408,1023
2012,1369,975
2013,1341,963
2014,1302,935
2015,600,428
2016,1832,1288
2017,917,699
2018,1007,701
2019,1946,1336
2020,1428,996
2021,1036,722
2022,1284,933
2023,2041,1510
2024,1557,1025
2025,1511,1072
2026,655,494
2027,1903,1283
2028,1207,851
2029,552,387
2030,1643,1078
2031,1352,987
2032,1351,1027
2033,1404,981
2034,2232,1594
2035,501,365
2036,1423,1027
2037,572,401
2038,836,581
2039,1461,1091
2040,1406,978
2041,1015,726
2042,737,519
2043,595,450
2044,1380,969
2045,769,562
2046,1471,888
2047,587,433
2048,1405,997
2049,602,422
2050,1275,957
2051,1127,784
2052,724,492
2053,1371,961
2054,1635,1185
2055,1259,867
2056,1809,1324
2057,1784,1296
2058,1432,1017
2059,1265,908
2060,1416,920
2061,1670,1191
2062,1494,1054
2063,1665,1146
2064,1835,1258
2065,2420,1821
2066,1756,1227
2067,1308,1007
2068,435,332
2069,1396,988
2070,2018,1384
2071,725,498
2072,1464,1065
2073,919,639
2074,1802,1192
2075,2421,1709
2076,1393,1039
2077,1289,855
2078,1459,932
2079,1065,779
2080,1526,1047
2081,907,647
2082,1063,753
2083,1357,955
2084,1380,951
2085,1361,957
2086,1636,1169
2087,694,491
2088,1179,788
2089,1744,1350
2090,1195,827
2091,1654,1150
2092,1402,1012
2093,1477,1025
2094,1145,832
2095,1459,1105
2096,1423,1065
2097,756,529
2098,1567,1154
2099,1664,1158
2100,1125,832
2101,1683,1236
2102,1564,1082
2103,1491,995
2104,1754,1302
2105,1722,1238
2106,750,520
2107,3999,2859
2108,3342,2227
2109,1408,1056
2110,2081,1356
2111,1573,964
2112,2315,1623
2113,753,554
2114,581,393
2115,553,421
2116,472,344
2117,1468,1045
2118,1355,994
2119,1452,1037
2120,338,229
2121,2272,1603
2122,1330,932
2123,1631,986
2124,794,621
2125,915,621
2126,1324,928
2127,2591,1725
2128,1318,876
2129,1156,822
2130,1479,1082
2131,1421,994
2132,1470,1097
2133,391,277
2134,385,298
2135,1296,894
2136,1417,1011
2137,1174,851
2138,1469,1071
2139,1719,1212
2140,1339,928
2141,566,431
2142,1378,978
2143,1742,1245
2144,1484,1033
2145,1875,1347
2146,2448,1796
2147,1155,785
2148,1429,1005
2149,1529,1087
2150,1461,930
2151,1622,1096
2152,1554,1124
2153,1543,938
2154,1466,1021
2155,1378,898
2156,468,346
2157,1359,999
2158,1509,1150
2159,392,298
2160,1466,1098
2161,1348,983
2162,1356,953
2163,862,603
2164,1546,1034
2165,576,434
2166,513,388
2167,1168,835
2168,1442,1022
2169,284,212
2170,2064,1471
2171,898,675
2172,1716,1153
2173,1395,910
2174,592,456
2175,1510,951
2176,1126,844
2177,1720,1267
2178,1454,1038
2179,1669,1174
2180,1510,923
2181,2356,1416
2182,1188,800
2183,2045,1514
2184,1223,846
2185,662,483
2186,811,605
2187,1563,1146
2188,783,576
2189,948,637
2190,1737,1189
2191,463,298
2192,680,520
2193,879,630
2194,1113,787
2195,953,662
2196,1570,1099
2197,716,502
2198,1727,1246
2199,1093,795
2200,1364,973
2201,562,407
2202,1415,1066
2203,1988,1440
2204,1387,925
2205,2090,1455
2206,2002,1415
2207,2045,1412
2208,1301,920
2209,2146,1526
2210,2321,1684
2211,1702,1216
2212,1685,1171
2213,1464,1058
2214,650,441
2215,1200,858
2216,1358,924
2217,1463,1057
2218,1509,948
2219,1443,992
2220,1362,921
2221,1490,932
2222,1377,933
2223,1599,1121
2224,1527,1005
2225,1532,1099
2226,862,588
2227,920,671
2228,1311,903
2229,820,641
2230,1399,1025
2231,736,529
2232,841,614
2233,513,415
2234,519,397
2235,1547,1090
2236,969,678
2237,847,604
2238,536,385
2239,1557,1188
2240,1245,835
2241,1552,1123
2242,548,378
2243,1338,951
2244,552,343
2245,309,224
2246,1363,971
2247,2051,1437
2248,1370,1022
2249,2524,1835
2250,1306,955
2251,1727,1244
2252,1196,873
2253,2353,1700
2254,2869,2060
2255,974,699
2256,912,644
2257,2076,1430
2258,2383,1623
2259,1564,1141
2260,1711,1192
2261,1449,1099
2262,1996,1403
2263,2188,1482
2264,1950,1418
2265,1099,759
2266,2480,1714
2267,1754,1255
2268,1254,844
2269,1045,715
2270,1751,1279
2271,1656,1111
2272,1142,805
2273,1554,1133
2274,1283,879
2275,1964,1333
2276,1494,1034
2277,1687,1209
2278,1539,1096
2279,1571,1053
2280,1651,1075
2281,611,416
2282,2005,1335
2283,1014,723
2284,1201,805
2285,1118,759
2286,432,288
2287,1577,1097
2288,1617,1166
2289,2023,1430
2290,1658,1128
2291,1992,1324
2292,1429,953
2293,1375,924
2294,1476,1058
2295,1278,922
2296,1338,832
2297,1580,985
2298,1414,949
2299,1626,1102
2300,1352,892
2301,1374,881
2302,1712,1186
2303,1729,1215
2304,1609,1087
2305,1323,893
2306,1632,1089
2307,1473,1063
2308,1483,1119
2309,1563,968
2310,1583,1142
2311,897,631
2312,1743,1217
2313,1407,1003
2314,1759,1265
2315,713,499
2316,665,476
2317,967,673
2318,1484,1096
2319,1195,825
2320,503,338
2321,696,565
2322,1680,1261
2323,2134,1539
2324,2231,1492
2325,1661,1197
2326,923,702
2327,928,667
2328,1365,1019
2329,1400,1051
2330,705,537
2331,1879,1364
2332,2006,1520
2333,653,476
2334,1576,1045
2335,1521,1117
2336,986,589
2337,1409,988
2338,635,445
2339,601,450
2340,1241,889
2341,1496,1030
2342,949,673
2343,1029,777
2344,277,208
2345,757,554
2346,1698,1208
2347,1638,1124
2348,1395,963
2349,1424,1074
2350,1396,990
2351,1696,1191
2352,1494,1034
2353,1574,1145
2354,2109,1539
2355,2073,1487
2356,1845,1288
2357,435,345
2358,1436,987
2359,2307,1368
2360,1386,995
2361,575,377
2362,1184,857
2363,1905,1264
2364,1133,722
2365,1096,829
2366,1627,1264
2367,1302,884
2368,1428,1006
2369,1206,787
2370,1974,1369
2371,668,467
2372,1341,953
2373,693,471
2374,1764,1131
2375,1525,1038
2376,847,570
2377,1542,1121
2378,1241,892
2379,1013,659
2380,1441,1040
2381,1384,1001
2382,1339,1006
2383,915,600
2384,1438,934
2385,1595,1069
2386,1578,984
2387,1604,1168
2388,1452,1026
2389,1616,1153
2390,1437,1040
2391,2096,1389
2392,965,723
2393,1202,833
2394,1590,1086
2395,1343,928
2396,1620,1127
2397,1487,1023
2398,1431,998
2399,1224,851
2400,1437,969
2401,1368,991
2402,1234,814
2403,1732,1219
2404,1644,1065
2405,1748,1080
2406,1285,853
2407,1731,1308
2408,1805,1281
2409,928,635
2410,1350,924
2411,1929,1429
2412,1754,1226
2413,1442,1036
2414,1110,731
2415,600,403
2416,1439,947
2417,422,330
2418,335,239
2419,1102,773
2420,1632,1145
2421,1225,867
2422,425,301
2423,1525,1067
2424,1600,1175
2425,1135,843
2426,1523,1145
2427,1377,998
2428,1480,1089
2429,1262,841
2430,1385,990
2431,1126,823
2432,1358,959
2433,1348,1044
2434,1285,980
2435,1860,1253
2436,1663,1085
2437,708,507
2438,872,626
2439,1055,769
2440,746,550
2441,585,449
2442,729,480
2443,680,492
2444,1302,882
2445,711,511
2446,724,473
2447,528,412
2448,1180,797
2449,1168,752
2450,1119,753
2451,1890,1320
2452,1636,1003
2453,1218,845
2454,429,326
2455,1032,720
2456,1251,937
2457,619,451
2458,1235,845
2459,1463,1063
2460,476,344
2461,1022,686
2462,1387,1044
2463,358,244
2464,1334,859
2465,1436,1014
2466,1030,777
2467,611,416
2468,1037,737
2469,1369,1006
2470,1631,1149
2471,501,339
2472,413,293
2473,1347,947
2474,1390,956
2475,1580,998
2476,1281,927
2477,703,441
2478,613,471
2479,1228,885
2480,1495,1070
2481,923,687
2482,1476,1032
2483,1112,839
2484,283,213
2485,1124,806
2486,1408,958
2487,853,613
2488,673,466
2489,574,421
2490,572,409
2491,937,638
2492,605,459
2493,1373,960
2494,704,430
2495,784,583
2496,631,420
2497,1015,694
2498,968,663
2499,579,477
2500,665,447
2501,899,626
2502,1419,948
2503,896,682
2504,978,702
2505,766,564
2506,1876,1415
2507,1228,869
2508,2415,1732
2509,1545,1077
2510,2350,1677
2511,2144,1524
2512,1465,1049
2513,1509,1085
2514,1502,1102
2515,1026,751
2516,725,495
2517,850,608
2518,461,353
2519,1469,1034
2520,682,485
2521,668,529
2522,710,511
2523,1655,1082
2524,1792,1261
2525,734,513
2526,1800,1200
2527,1560,1119
2528,1767,1291
2529,1543,1038
2530,1632,1127
2531,1470,1031
2532,1465,1049
2533,1495,1071
2534,1361,889
2535,1606,1137
2536,1438,962
2537,1631,1235
2538,1584,1111
2539,1467,1025
2540,1552,1046
2541,1406,1024
2542,1183,785
2543,815,572
2544,1276,849
2545,1569,1043
2546,662,468
2547,440,329
2548,732,530
2549,1591,1157
2550,1179,870
2551,1991,1391
2552,1140,779
2553,1015,781
2554,1415,953
2555,1280,882
2556,1130,802
2557,1259,822
2558,1328,947
2559,551,415
2560,1882,1399
2561,1451,1012
2562,2352,1557
2563,1394,1017
2564,2753,2068
2565,1823,1208
2566,1184,896
2567,1641,1115
2568,2197,1516
2569,1401,957
2570,2114,1603
2571,1672,1145
2572,1221,867
2573,912,676
2574,300,218
2575,510,371
2576,1044,706
2577,1806,1214
2578,1624,1179
2579,1170,888
2580,641,481
2581,1891,1241
2582,2837,1999
2583,2375,1684
2584,601,450
2585,1818,1189
2586,1210,826
2587,1269,925
2588,1112,745
2589,1792,1363
2590,2006,1328
2591,1820,1345
2592,1486,1068
2593,1576,970
2594,1619,1162
2595,1686,1244
2596,1607,1091
2597,1652,1124
2598,1498,1011
2599,1460,1057
2600,1220,818
2601,1651,1207
2602,1101,786
2603,1581,1032
2604,407,305
2605,1417,997
2606,821,573
2607,815,590
2608,600,413
2609,2258,1628
2610,877,671
2611,637,498
2612,508,362
2613,1476,1069
2614,2130,1486
2615,1919,1428
2616,686,456
2617,501,310
2618,550,376
2619,831,598
2620,1080,741
2621,1398,1042
2622,1498,1040
2623,756,532
2624,424,318
2625,1363,874
2626,1534,1114
2627,1618,1122
2628,1915,1235
2629,1075,752
2630,700,425
2631,1536,1081
2632,1169,820
2633,687,486
2634,388,279
2635,832,597
2636,1407,885
2637,1094,813
2638,1450,1083
2639,1380,902
2640,733,513
2641,1517,1019
2642,1611,1076
2643,1589,1096
2644,1550,1078
2645,1619,1128
2646,1707,1225
2647,1615,1106
2648,743,549
2649,1658,1190
2650,1664,1205
2651,2299,1676
2652,1900,1337
2653,2520,1796
2654,1807,1354
2655,1520,1130
2656,2195,1497
2657,1370,989
2658,343,254
2659,1766,1244
2660,1383,899
2661,1136,787
2662,1011,727
2663,1070,783
2664,1548,1061
2665,1786,1229
2666,1601,1065
2667,1669,1198
2668,1468,938
2669,1680,1105
2670,1403,894
2671,1350,874
2672,1379,855
2673,1901,1297
2674,2330,1648
2675,2300,1696
2676,2481,1652
2677,2062,1405
2678,1414,1024
2679,591,422
2680,591,426
2681,682,498
2682,1818,1266
2683,832,626
2684,1383,1042
2685,1283,928
2686,1651,1222
2687,1656,1132
2688,1306,867
2689,1579,1006
2690,1219,826
2691,1303,931
2692,449,346
2693,1470,1064
2694,1336,950
2695,1430,1032
2696,1478,1043
2697,1518,1027
2698,1461,1047
2699,1428,997
2700,1352,963
2701,1650,1102
2702,1635,1034
2703,1447,1063
2704,1523,1016
2705,1287,963
2706,1343,944
2707,1078,790
2708,1587,1130
2709,995,723
2710,1623,1020
2711,378,237
2712,1589,1087
2713,434,330
2714,960,654
2715,1618,1118
2716,1159,839
2717,1393,966
2718,1827,1316
2719,1546,1114
2720,587,409
2721,1278,903
2722,1580,1113
2723,1523,1103
2724,1304,942
2725,1674,1172
2726,1211,893
2727,346,264
2728,1845,1252
2729,1916,1293
2730,1427,973
2731,1712,1228
2732,992,682
2733,1130,855
2734,1289,885
2735,1568,1052
2736,1290,881
2737,1481,1017
2738,1070,670
2739,1286,846
2740,1397,977
2741,1602,1111
2742,1622,1112
2743,1631,1107
2744,1502,1034
2745,1742,1218
2746,2012,1338
2747,1453,1009
2748,1857,1312
2749,622,545
2750,564,404
2751,1885,1332
2752,594,490
2753,1185,819
2754,339,260
2755,2094,1438
2756,887,655
2757,856,634
2758,1080,735
2759,1952,1356
2760,831,591
2761,587,421
2762,794,574
2763,541,363
2764,1769,1213
2765,1208,894
2766,1564,1083
2767,2036,1474
2768,2034,1467
2769,1796,1311
2770,1252,833
2771,1867,1414
2772,1245,904
2773,2073,1433
2774,1835,1232
2775,497,402
2776,1040,639
2777,787,552
2778,1188,758
2779,1225,807
2780,1595,1206
2781,737,498
2782,373,284
2783,1136,796
2784,1502,1038
2785,872,574
2786,999,728
2787,1448,1054
2788,717,521
2789,767,563
2790,1583,1155
2791,1838,1315
2792,1821,1344
2793,2681,1989
2794,2667,1905
2795,3243,2243
2796,1260,910
2797,2469,1867
2798,2485,1755
2799,1334,942
2800,1273,875
2801,1261,896
2802,1159,740
2803,2060,1533
2804,2291,1669
2805,2004,1398
2806,1363,943
2807,1331,827
2808,1845,1169
2809,1459,1041
2810,1480,1012
2811,1699,1230
2812,1700,1019
2813,2294,1691
2814,1849,1244
2815,1525,1038
2816,1374,963
2817,2558,1729
2818,1260,841
2819,1514,1141
2820,1727,1226
2821,1466,908
2822,1539,1094
2823,1429,855
2824,1670,1090
2825,1544,1009
2826,1594,1081
2827,1434,957
2828,1548,1107
2829,1675,1250
2830,1375,940
2831,1613,1098
2832,1555,1052
2833,2035,1438
2834,2045,1496
2835,1548,1189
2836,1151,836
2837,483,403
2838,522,402
2839,1237,788
2840,1077,749
2841,1480,1034
2842,815,604
2843,912,642
2844,1010,720
2845,371,269
2846,1614,1134
2847,2097,1295
2848,592,407
2849,558,403
2850,1312,897
2851,1144,807
2852,1459,1007
2853,2050,1395
2854,1559,1103
2855,1523,997
2856,2078,1531
2857,1731,1106
2858,1242,890
2859,890,635
2860,1039,763
2861,1339,1044
2862,1538,1033
2863,1962,1305
2864,1133,781
2865,1094,735
2866,1553,1064
2867,1263,892
2868,1487,1055
2869,1761,1213
2870,1009,711
2871,1012,720
2872,966,679
2873,1158,805
2874,1198,846
2875,1589,1111
2876,1451,982
2877,1546,1037
2878,1347,961
2879,1723,1189
2880,1409,979
2881,1394,947
2882,1146,772
2883,731,482
2884,418,309
2885,395,247
2886,479,330
2887,2468,1773
2888,1316,967
2889,817,644
2890,931,680
2891,1607,1113
2892,1256,864
2893,1563,1149
2894,1055,733
2895,1305,955
2896,1267,832
2897,1301,902
2898,1522,1088
2899,476,354
2900,1404,990
2901,1435,999
2902,334,256
2903,541,397
2904,1714,1261
2905,1424,1029
2906,883,568
2907,1537,1120
2908,1298,913
2909,1855,1379
2910,1834,1316
2911,2410,1683
2912,2039,1360
2913,726,494
2914,1417,926
2915,1534,1004
2916,413,311
2917,984,700
2918,1094,751
2919,1501,1084
2920,1783,1273
2921,1179,830
2922,1675,1166
2923,1401,966
2924,933,691
2925,1415,997
2926,1504,1129
2927,1602,1100
2928,1686,1182
2929,1383,932
2930,1487,970
2931,1700,1187
2932,1443,1024
2933,1505,995
2934,1058,712
2935,2188,1526
2936,2388,1628
2937,1767,1248
2938,1337,940
2939,2223,1594
2940,1766,1277
2941,1499,1069
2942,1891,1279
2943,716,570
2944,738,512
2945,1264,878
2946,2005,1233
2947,244,196
2948,448,307
2949,1894,1345
2950,1390,844
2951,1351,944
2952,2566,1835
2953,1215,879
2954,1594,1083
2955,1344,894
2956,1488,957
2957,1382,895
2958,1600,1102
2959,1718,1259
2960,1460,995
2961,1663,1079
2962,1507,1023
2963,1272,909
2964,1404,970
2965,1339,962
2966,1365,894
2967,1232,883
2968,607,465
2969,1246,880
2970,1381,987
2971,1445,892
2972,1175,858
2973,1236,790
2974,895,603
2975,2105,1465
2976,2235,1679
2977,1742,1266
2978,1952,1416
2979,1154,818
2980,1237,846
2981,1602,1160
2982,1862,1300
2983,1309,931
2984,1499,1007
2985,1276,880
2986,1003,715
2987,1314,881
2988,1065,748
2989,1939,1347
2990,2007,1264
2991,1567,1113
2992,1728,1154
2993,551,412
2994,1541,1074
2995,1365,955
2996,1391,1006
2997,1374,924
2998,1420,930
2999,1464,1093
3000,1480,961
3001,1241,865
3002,2207,1561
3003,1876,1403
3004,1732,1311
3005,1678,1210
3006,1434,1038
3007,1492,1128
3008,1490,978
3009,1297,867
3010,1503,985
3011,1643,1090
3012,1369,999
3013,1623,1082
3014,1540,1029
3015,1942,1267
3016,1169,778
3017,1589,1059
3018,1075,777
3019,1105,771
3020,903,609
3021,1096,806
3022,778,537
3023,1048,699
3024,1030,771
3025,325,232
3026,1744,1241
3027,1185,789
3028,696,506
3029,422,305
3030,1733,1211
3031,1059,764
3032,2027,1463
3033,1751,1245
3034,1416,1108
3035,1578,1098
3036,1548,1111
3037,1498,1024
3038,1544,1004
3039,1607,1121
3040,1005,693
3041,1591,1137
3042,1282,978
3043,1652,1215
3044,1498,1042
3045,1942,1325
3046,1727,1248
3047,1953,1400
3048,1628,1122
3049,1373,1018
3050,1272,900
3051,1854,1380
3052,1957,1329
3053,1290,927
3054,1193,908
3055,2604,1893
3056,1251,852
3057,1834,1324
3058,1331,847
3059,1809,1278
3060,1708,1109
3061,1872,1366
3062,1196,828
3063,1581,1233
3064,1548,1114
3065,1504,1108
3066,1537,1080
3067,1686,1199
3068,339,250
3069,1582,1158
3070,424,327
3071,695,495
3072,753,533
3073,1415,986
3074,1484,980
3075,1431,1000
3076,1391,999
3077,1672,1219
3078,1310,827
3079,1067,781
3080,807,632
3081,743,541
3082,1195,822
3083,630,480
3084,807,541
3085,1733,1243
3086,1157,850
3087,1494,1053
3088,1076,787
3089,1109,688
3090,1086,709
3091,971,635
3092,788,621
3093,753,559
3094,611,384
3095,1543,1083
3096,1921,1215
3097,1188,844
3098,473,366
3099,1920,1330
3100,751,564
3101,1294,865
3102,581,390
3103,1380,948
3104,1189,838
3105,1404,966
3106,2345,1856
3107,1548,1095
3108,1668,1227
3109,1657,1129
3110,1454,1046
3111,1651,1148
3112,1666,1189
3113,1712,1183
3114,1534,1129
3115,753,561
3116,1068,774
3117,1349,969
3118,1665,1211
3119,953,710
3120,1211,842
3121,1305,893
3122,1328,844
3123,1734,1254
3124,1214,878
3125,1370,922
3126,1413,1053
3127,1870,1307
3128,1374,944
3129,2132,1433
3130,1162,844
3131,909,714
3132,1462,998
3133,1444,1020
3134,2017,1417
3135,1227,908
3136,2107,1467
3137,1364,1025
3138,2396,1613
3139,2710,1845
3140,1211,862
3141,785,569
3142,1616,1044
3143,1463,1050
3144,1346,927
3145,1209,801
3146,545,394
3147,753,523
3148,819,583
3149,1335,980
3150,1223,818
3151,343,259
3152,1177,802
3153,1114,760
3154,1430,969
3155,1518,1071
3156,1061,771
3157,1570,1056
3158,1662,1203
3159,734,533
3160,1311,881
3161,471,343
3162,1150,807
3163,1609,1123
3164,1678,1241
3165,2023,1419
3166,1819,1344
3167,2285,1628
3168,1695,1250
3169,1637,1133
3170,1700,1221
3171,1441,1032
3172,1755,1260
3173,2090,1522
3174,1068,744
3175,1542,1009
3176,1302,896
3177,1283,869
3178,1447,973
3179,834,604
3180,1591,963
3181,1345,964
3182,1505,953
3183,1899,1289
3184,2025,1407
3185,2474,1753
3186,1280,911
3187,1655,1193
3188,1561,1066
3189,487,358
3190,676,486
3191,403,301
3192,571,430
3193,862,587
3194,862,619
3195,440,315
3196,1391,898
3197,1594,1178
3198,1184,736
3199,553,401
3200,1521,978
3201,1865,1325
3202,1433,1030
3203,1041,764
3204,1486,1048
3205,1302,822
3206,789,598
3207,1871,1361
3208,1462,1024
3209,452,328
3210,622,443
3211,828,636
3212,790,568
3213,1775,1286
3214,1369,947
3215,801,594
3216,1207,861
3217,1356,945
3218,1384,891
3219,1580,1093
3220,1569,1009
3221,1535,1107
3222,1643,1126
3223,1568,1065
3224,1578,1083
3225,1513,1074
3226,1372,951
3227,1638,1201
3228,1432,1037
3229,1710,1006
3230,1554,1013
3231,1497,1058
3232,1022,712
3233,1606,1083
3234,889,678
3235,593,419
3236,2189,1513
3237,1375,999
3238,1617,1130
3239,2649,1834
3240,439,332
3241,1978,1465
3242,1728,1176
3243,1755,1214
3244,2237,1561
3245,1563,1119
3246,1247,903
3247,1244,962
3248,358,273
3249,1297,848
3250,916,661
3251,1594,1115
3252,1456,1001
3253,326,205
3254,1498,1000
3255,1426,1005
3256,1295,902
3257,1236,855
3258,763,493
3259,871,676
3260,1113,785
3261,1820,1293
3262,1833,1260
3263,1884,1363
3264,1541,1095
3265,1358,976
3266,1502,1061
3267,1430,1034
3268,1369,981
3269,1238,873
3270,2176,1468
3271,1793,1194
3272,1295,979
3273,1415,986
3274,441,319
3275,1583,1109
3276,1823,1355
3277,2100,1434
3278,1438,1048
3279,1381,949
3280,1981,1397
3281,1803,1418
3282,1036,705
3283,1449,1011
3284,1200,766
3285,2741,2041
3286,1457,1072
3287,2037,1474
3288,1992,1439
3289,3805,2878
3290,1802,1342
3291,2257,1626
3292,1722,1202
3293,1749,1309
3294,1248,913
3295,1551,1036
3296,1138,828
3297,1855,1271
3298,772,524
3299,2062,1385
3300,2498,1841
3301,1858,1298
3302,1323,987
3303,2070,1446
3304,1080,812
3305,1419,1003
3306,1207,872
3307,1650,1192
3308,1299,969
3309,1692,1152
3310,1068,756
3311,1058,793
3312,1175,871
3313,1466,1091
3314,1233,898
3315,1087,751
3316,1476,993
3317,1646,1154
3318,920,609
3319,1513,1120
3320,1853,1191
3321,1715,1264
3322,803,588
3323,1703,1221
3324,678,503
3325,1646,1165
3326,1616,1159
3327,1200,851
3328,1690,1135
3329,1362,969
3330,1339,948
3331,1761,1233
3332,1082,779
3333,1192,847
3334,1554,1154
3335,1539,1091
3336,1543,1127
3337,937,644
3338,2047,1450
3339,1671,1159
3340,1457,1016
3341,1293,978
3342,472,342
3343,576,433
3344,777,497
3345,1002,640
3346,828,599
3347,1125,762
3348,568,396
3349,206,139
3350,1436,955
3351,1970,1363
3352,673,490
3353,2085,1499
3354,912,599
3355,1370,967
3356,1594,1086
3357,1607,1137
3358,984,708
3359,2049,1424
3360,2181,1516
3361,774,600
3362,942,661
3363,329,263
3364,861,581
3365,1163,810
3366,1560,1112
3367,1690,1173
3368,411,316
3369,1651,1097
3370,1257,925
3371,253,195
3372,1281,915
3373,1389,971
3374,1466,1056
3375,1297,826
3376,1389,994
3377,1534,1053
3378,1455,1042
3379,2367,1707
3380,1205,863
3381,2084,1361
3382,2436,1657
3383,974,681
3384,1929,1336
3385,1429,1050
3386,1849,1316
3387,1157,831
3388,1600,1093
3389,2487,1804
3390,1543,1072
3391,955,677
3392,1622,1184
3393,311,235
3394,479,371
3395,1603,1137
3396,744,580
3397,986,686
3398,1589,1127
3399,1625,1168
3400,1763,1276
3401,514,341
3402,565,372
3403,799,569
3404,1319,906
3405,1357,943
3406,885,618
3407,2807,1999
3408,1428,1063
3409,1376,895
3410,1712,1243
3411,1353,950
3412,1621,1074
3413,477,342
3414,477,366
3415,1449,1022
3416,503,364
3417,834,574
3418,1480,1072
3419,437,297
3420,1101,735
3421,1341,924
3422,605,420
3423,1134,843
3424,790,573
3425,1353,939
3426,731,514
3427,1230,863
3428,1438,1090
3429,1163,795
3430,1431,1020
3431,1271,896
3432,1390,981
3433,1382,1008
3434,1280,930
3435,1544,1143
3436,1418,843
3437,1178,846
3438,562,360
3439,1820,1319
3440,1687,1240
3441,1229,812
3442,1347,846
3443,1562,1046
3444,1185,837
3445,1171,846
3446,1263,942
3447,957,626
3448,1724,1160
3449,649,461
3450,1579,1051
3451,2843,1899
3452,961,709
3453,1314,936
3454,1910,1293
3455,500,361
3456,970,698
3457,2068,1502
3458,2018,1243
3459,1395,995
3460,1093,784
3461,1964,1336
3462,1059,760
3463,1088,729
3464,1010,716
3465,1329,863
3466,2204,1495
3467,1612,1050
3468,2464,1732
3469,2999,2082
3470,1882,1447
3471,464,353
3472,1334,947
3473,1562,1018
3474,2325,1684
3475,780,497
3476,1870,1324
3477,1731,1282
3478,1726,1245
