,len_before_processing,len_after_processing
3479,1455,1020
3480,1387,956
3481,1710,1155
3482,485,348
3483,1152,843
3484,912,672
3485,1268,945
3486,291,209
3487,1372,1011
3488,1641,1218
3489,2300,1626
3490,872,595
3491,1011,732
3492,642,483
3493,575,427
3494,913,492
3495,2205,1523
3496,1183,858
3497,832,567
3498,1360,964
3499,570,439
3500,980,767
3501,645,476
3502,1443,1082
3503,1419,1018
3504,287,201
3505,1311,918
3506,1216,815
3507,862,656
3508,880,599
3509,425,317
3510,479,377
3511,1515,1053
3512,726,534
3513,1007,734
3514,1621,1161
3515,1517,1083
3516,1337,949
3517,1285,993
3518,1066,744
3519,1487,963
3520,1678,1099
3521,1624,1125
3522,1728,1186
3523,1447,1016
3524,1713,1118
3525,1544,1016
3526,1342,865
3527,1587,1195
3528,717,501
3529,2588,1782
3530,1328,1025
3531,1465,1107
3532,2854,1958
3533,1746,1231
3534,584,409
3535,536,430
3536,697,535
3537,1551,1076
3538,1557,1080
3539,541,409
3540,1470,1062
3541,1685,1134
3542,686,505
3543,690,520
3544,1705,1204
3545,1084,755
3546,826,602
3547,622,462
3548,300,218
3549,390,256
3550,420,298
3551,297,204
3552,295,225
3553,387,280
3554,503,382
3555,1370,952
3556,1473,958
3557,2466,1763
3558,917,681
3559,1540,1154
3560,486,372
3561,1091,735
3562,691,469
3563,1184,816
3564,1270,885
3565,608,446
3566,407,299
3567,1514,1018
3568,1261,775
3569,583,470
3570,1039,733
3571,1483,1094
3572,1303,934
3573,2066,1428
3574,1343,918
3575,1674,1191
3576,2556,1751
3577,1376,982
3578,1570,1059
3579,1780,1292
3580,716,481
3581,741,578
3582,659,458
3583,710,480
3584,1031,687
3585,1098,730
3586,1006,665
3587,348,275
3588,366,274
3589,1368,946
3590,1325,921
3591,919,624
3592,1501,987
3593,1465,996
3594,1228,856
3595,423,277
3596,366,288
3597,2441,1657
3598,1773,1288
3599,1113,801
3600,1447,995
3601,2027,1434
3602,2465,1720
3603,1260,834
3604,1651,1195
3605,1851,1241
3606,1090,725
3607,1774,1279
3608,1415,1046
3609,1533,1138
3610,1079,658
3611,1084,744
3612,1712,1190
3613,1734,1189
3614,1532,1063
3615,1553,1051
3616,1945,1430
3617,1032,816
3618,1890,1278
3619,1826,1303
3620,1502,1058
3621,2348,1583
3622,1584,1197
3623,2041,1511
3624,1577,1118
3625,2042,1491
3626,2132,1308
3627,2092,1453
3628,1530,1030
3629,1256,881
3630,1431,1032
3631,1411,969
3632,1852,1236
3633,1356,907
3634,1725,1189
3635,872,609
3636,1275,821
3637,1530,1082
3638,1205,796
3639,695,502
3640,570,399
3641,1758,1259
3642,768,535
3643,1222,818
3644,1778,1216
3645,1433,990
3646,613,455
3647,1815,1290
3648,877,568
3649,1709,1192
3650,1565,1165
3651,1114,779
3652,1791,1142
3653,1313,1085
3654,2560,1747
3655,1116,693
3656,1032,763
3657,1271,838
3658,1290,953
3659,1782,1386
3660,597,442
3661,1457,982
3662,1949,1333
3663,1294,948
3664,2316,1595
3665,1409,969
3666,1941,1381
3667,2052,1397
3668,1437,1001
3669,1443,1014
3670,1608,1144
3671,617,467
3672,387,254
3673,983,691
3674,675,502
3675,365,271
3676,1170,821
3677,456,347
3678,776,543
3679,1670,1179
3680,1585,1193
3681,1455,1019
3682,548,404
3683,1262,879
3684,818,602
3685,466,321
3686,225,173
3687,971,692
3688,626,441
3689,1604,1200
3690,1593,1103
3691,2444,1729
3692,1387,977
3693,1393,921
3694,3202,2274
3695,2548,1800
3696,2077,1478
3697,2229,1611
3698,1103,800
3699,1543,1011
3700,2726,1943
3701,1413,985
3702,2395,1634
3703,1136,788
3704,1220,803
3705,557,402
3706,889,654
3707,1717,1242
3708,1665,1170
3709,884,632
3710,2492,1734
3711,1576,1099
3712,1345,937
3713,1313,964
3714,2686,1768
3715,2691,1818
3716,754,528
3717,1341,967
3718,901,601
3719,1376,881
3720,1238,856
3721,1755,1140
3722,1677,1073
3723,2111,1447
3724,1644,1148
3725,1549,1082
3726,897,647
3727,1533,1127
3728,1819,1215
3729,1306,843
3730,1806,1065
3731,1884,1303
3732,858,581
3733,1539,1167
3734,1118,836
3735,972,700
3736,1316,923
3737,1712,1237
3738,1934,1370
3739,1466,1017
3740,1382,892
3741,1563,986
3742,611,428
3743,2100,1482
3744,2283,1546
3745,2345,1592
3746,1543,1056
3747,2126,1469
3748,709,507
3749,1360,967
3750,1123,824
3751,1855,1327
3752,1743,1172
3753,1777,1239
3754,515,365
3755,1749,1080
3756,922,698
3757,446,319
3758,266,195
3759,1004,691
3760,1717,1197
3761,1173,799
3762,947,634
3763,1739,1161
3764,1310,978
3765,1357,961
3766,1369,916
3767,977,632
3768,1542,1148
3769,1070,731
3770,1200,825
3771,1896,1317
3772,2489,1781
3773,1461,1080
3774,964,699
3775,1106,807
3776,1767,1219
3777,1287,897
3778,1583,1131
3779,659,481
3780,1739,1273
3781,1604,1116
3782,1196,772
3783,1289,867
3784,1273,900
3785,1245,842
3786,1394,900
3787,1175,827
3788,1953,1414
3789,2437,1757
3790,2497,1752
3791,1410,1032
3792,674,515
3793,1570,1020
3794,1361,966
3795,912,657
3796,1539,1051
3797,901,633
3798,1660,1150
3799,920,677
3800,1699,1186
3801,886,727
3802,1921,1389
3803,1888,1292
3804,962,614
3805,812,593
3806,470,346
3807,1131,780
3808,1687,1260
3809,1100,789
3810,1883,1216
3811,926,677
3812,1818,1255
3813,1666,1035
3814,1747,1244
3815,563,424
3816,1122,777
3817,1278,944
3818,1708,1207
3819,500,378
3820,1514,1045
3821,1891,1357
3822,2251,1519
3823,1079,724
3824,1649,1147
3825,1428,979
3826,1739,1203
3827,1687,1191
3828,1786,1237
3829,1030,756
3830,1127,779
3831,1195,939
3832,1466,950
3833,1233,730
3834,1587,1048
3835,696,540
3836,1140,831
3837,2283,1798
3838,490,369
3839,851,597
3840,1435,958
3841,1305,968
3842,2744,1939
3843,1203,865
3844,1334,923
3845,1052,751
3846,788,524
3847,1881,1362
3848,1359,877
3849,1547,1047
3850,2099,1497
3851,1395,970
3852,1328,868
3853,1156,837
3854,1301,926
3855,1460,1079
3856,1516,1061
3857,1330,964
3858,1388,1025
3859,947,682
3860,1068,769
3861,935,737
3862,1423,898
3863,1476,1037
3864,1798,1272
3865,1265,872
3866,1286,872
3867,817,548
3868,1806,1191
3869,1350,868
3870,1527,1144
3871,1487,1047
3872,1090,850
3873,666,495
3874,453,342
3875,1156,864
3876,592,465
3877,742,594
3878,766,538
3879,807,554
3880,1353,1039
3881,1974,1425
3882,2343,1666
3883,1878,1231
3884,1469,1129
3885,983,698
3886,1533,1080
3887,2778,1953
3888,1759,1267
3889,1127,804
3890,1963,1416
3891,1663,1210
3892,1399,964
3893,1419,1012
3894,2008,1493
3895,965,707
3896,686,481
3897,1122,830
3898,694,524
3899,1275,862
3900,1342,964
3901,746,513
3902,902,617
3903,1572,1215
3904,613,450
3905,1425,1050
3906,604,452
3907,1576,1205
3908,639,484
3909,1433,1009
3910,1314,928
3911,1355,939
3912,1381,922
3913,1627,1186
3914,1773,1216
3915,1724,1276
3916,1099,700
3917,910,667
3918,1124,786
3919,540,326
3920,677,490
3921,1377,1035
3922,1301,978
3923,2184,1242
3924,1342,906
3925,748,538
3926,2182,1603
3927,2388,1764
3928,1650,1141
3929,1684,1130
3930,2527,1840
3931,1113,812
3932,1576,981
3933,1309,869
3934,1184,785
3935,2903,2181
3936,1513,1022
3937,1157,781
3938,1150,803
3939,804,594
3940,2055,1414
3941,997,736
3942,1021,725
3943,1081,772
3944,1924,1379
3945,1034,645
3946,1295,846
3947,1320,955
3948,1535,1063
3949,1489,1057
3950,3101,2172
3951,538,420
3952,1117,765
3953,793,572
3954,695,521
3955,755,620
3956,1062,740
3957,1511,1033
3958,644,429
3959,1966,1415
3960,944,670
3961,736,480
3962,1939,1420
3963,954,699
3964,1204,852
3965,1357,985
3966,1991,1471
3967,1259,818
3968,2442,1728
3969,1233,897
3970,2128,1529
3971,1587,1099
3972,1492,1107
3973,1419,964
3974,390,310
3975,1162,805
3976,694,538
3977,1341,944
3978,642,456
3979,1439,1070
3980,390,277
3981,507,377
3982,1010,759
3983,745,591
3984,1282,910
3985,2158,1516
3986,1413,1040
3987,1770,1269
3988,1235,829
3989,1086,732
3990,1263,880
3991,868,684
3992,1231,851
3993,835,542
3994,1151,822
3995,1207,874
3996,1291,796
3997,2032,1384
3998,1371,927
3999,1665,1084
4000,1368,948
4001,1217,920
4002,1066,745
4003,751,529
4004,709,551
4005,1346,931
4006,2209,1611
4007,1157,856
4008,2119,1554
4009,1411,1049
4010,988,658
4011,280,219
4012,1741,1271
4013,1943,1392
4014,1095,784
4015,1733,1170
4016,1822,1240
4017,1406,934
4018,484,382
4019,725,526
4020,1529,1053
4021,1397,974
4022,1279,970
4023,727,548
4024,1017,687
4025,2017,1371
4026,814,581
4027,879,656
4028,879,656
4029,1377,947
4030,1463,1023
4031,765,551
4032,583,435
4033,1080,796
4034,872,618
4035,901,681
4036,842,635
4037,833,614
4038,613,442
4039,736,558
4040,321,195
4041,1951,1403
4042,1826,1272
4043,950,666
4044,1801,1224
4045,1286,946
4046,1501,938
4047,367,286
4048,789,598
4049,1218,776
4050,1061,754
4051,1925,1324
4052,2275,1533
4053,2026,1434
4054,1291,893
4055,1574,1120
4056,1225,877
4057,998,686
4058,1173,816
4059,1019,775
4060,1261,866
4061,1343,938
4062,691,470
4063,831,607
4064,1448,1048
4065,1030,734
4066,1881,1420
4067,1152,841
4068,1049,726
4069,1826,1284
4070,1122,802
4071,1129,829
4072,1382,1016
4073,741,563
4074,468,309
4075,608,417
4076,1567,1102
4077,1760,1216
4078,1015,719
4079,1093,809
4080,867,613
4081,1258,859
4082,998,768
4083,1289,887
4084,539,431
4085,1956,1376
4086,1526,1179
4087,345,258
4088,2119,1502
4089,1693,1180
4090,1371,975
4091,1180,801
4092,1423,971
4093,1444,991
4094,1723,1245
4095,1377,964
4096,1163,847
4097,1975,1351
4098,1278,898
4099,1929,1326
4100,1836,1286
4101,1181,840
4102,1713,1189
4103,2226,1625
4104,2570,1806
4105,1312,922
4106,603,400
4107,644,458
4108,854,624
4109,1316,932
4110,1342,897
4111,1396,980
4112,1711,1107
4113,1480,1049
4114,583,419
4115,1260,966
4116,1645,1035
4117,1350,887
4118,1401,963
4119,1982,1424
4120,493,330
4121,2081,1304
4122,1162,806
4123,1614,1013
4124,1660,1198
4125,1322,924
4126,1436,874
4127,2140,1434
4128,1592,948
4129,1069,770
4130,1706,1188
4131,1965,1343
4132,417,305
4133,724,481
4134,1058,745
4135,1030,751
4136,1977,1396
4137,2164,1647
4138,1843,1335
4139,1857,1373
4140,662,481
4141,1188,850
4142,1369,1031
4143,1734,1262
4144,373,296
4145,2090,1405
4146,1763,1134
4147,1518,1077
4148,1429,823
4149,1580,1189
4150,997,697
4151,908,650
4152,3140,2055
4153,1420,962
4154,1979,1371
4155,1023,778
4156,1438,1030
4157,1166,834
4158,1101,776
4159,799,612
4160,1611,1188
4161,1437,1052
4162,1646,1211
4163,1201,892
4164,2203,1605
4165,421,324
4166,718,557
4167,414,283
4168,1219,866
4169,1077,736
4170,1397,1018
4171,958,668
4172,1205,896
4173,2467,1781
4174,1005,759
4175,1957,1373
4176,1614,1042
4177,1161,810
4178,1636,1072
4179,1389,983
4180,1652,1016
4181,1166,894
4182,1801,1153
4183,1838,1323
4184,1443,1022
4185,1305,919
4186,1924,1304
4187,1939,1307
4188,1452,1142
4189,453,324
4190,2021,1354
4191,862,633
4192,644,478
4193,1582,1007
4194,914,676
4195,560,428
4196,3597,2449
4197,1015,706
4198,2260,1695
4199,1134,686
4200,1741,1216
4201,1789,1118
4202,600,449
4203,2616,1795
4204,1602,1229
4205,599,421
4206,883,595
4207,1997,1393
4208,1520,1026
4209,1264,958
4210,2712,1710
4211,1598,1128
4212,1089,782
4213,1932,1300
4214,1105,782
4215,615,467
4216,2161,1673
4217,826,607
4218,565,404
4219,1621,1105
4220,726,514
4221,1335,917
4222,918,665
4223,1273,965
4224,1150,850
4225,1901,1302
4226,1267,934
4227,1218,941
4228,2022,1450
4229,1839,1331
4230,1470,948
4231,1576,1063
4232,1494,1067
4233,2009,1460
4234,1067,769
4235,3045,1972
4236,1711,1195
4237,1854,1304
4238,2618,1756
4239,2012,1283
4240,1495,966
4241,299,234
4242,652,476
4243,1500,952
4244,1594,1046
4245,1301,853
4246,653,482
4247,1365,983
4248,1334,972
4249,1841,1291
4250,2078,1442
4251,1256,836
4252,1226,841
4253,533,382
4254,783,572
4255,1287,906
4256,1706,1195
4257,1232,910
4258,1896,1321
4259,2218,1417
4260,1617,1068
4261,1256,904
4262,1270,880
4263,2591,1847
4264,1152,877
4265,1556,1036
4266,287,227
4267,298,247
4268,1277,835
4269,1267,863
4270,346,234
4271,295,229
4272,1935,1178
4273,1110,748
4274,869,646
4275,1261,863
4276,1406,1053
4277,1717,1219
4278,1465,1083
4279,1479,1047
4280,1631,1050
4281,1057,663
4282,1553,1036
4283,1645,1199
4284,1433,970
4285,1835,1358
4286,1495,974
4287,1488,981
4288,1304,839
4289,2082,1400
4290,1936,1316
4291,2021,1350
4292,928,688
4293,548,357
4294,550,373
4295,739,521
4296,1020,715
4297,1812,1265
4298,1050,759
4299,1139,803
4300,2470,1730
4301,2579,1710
4302,2042,1400
4303,2415,1547
4304,889,620
4305,1031,730
4306,1515,1046
4307,1175,829
4308,703,475
4309,1022,706
4310,699,479
4311,541,391
4312,1602,1038
4313,1305,897
4314,1019,732
4315,1337,959
4316,1665,1237
4317,1131,808
4318,804,595
4319,1202,852
4320,949,641
4321,1728,1196
4322,800,593
4323,927,616
4324,949,668
4325,943,703
4326,1880,1451
4327,1227,946
4328,2030,1480
4329,2118,1444
4330,1809,1335
4331,1479,982
4332,1222,813
4333,2130,1276
4334,2724,1901
4335,1418,1021
4336,818,580
4337,1607,1125
4338,1220,691
4339,908,616
4340,1365,938
4341,2111,1526
4342,1317,931
4343,1567,988
4344,1560,1134
4345,1039,737
4346,948,655
4347,1855,1213
4348,1053,726
4349,1850,1218
4350,2869,2109
4351,993,725
4352,1241,887
4353,1525,1055
4354,2178,1416
4355,1182,811
4356,1710,1188
4357,312,251
4358,1135,835
4359,1287,951
4360,963,697
4361,644,434
4362,1831,1294
4363,608,462
4364,1377,1001
4365,805,584
4366,954,678
4367,1480,1062
4368,1295,857
4369,893,608
4370,1900,1385
4371,1733,1199
4372,1793,1227
4373,991,727
4374,1383,969
4375,897,693
4376,1395,1026
4377,1713,1239
4378,493,383
4379,1510,1095
4380,899,601
4381,1197,786
4382,1126,808
4383,1202,906
4384,1788,1277
4385,1577,1032
4386,1639,1204
4387,1339,1001
4388,2013,1433
4389,921,672
4390,1910,1375
4391,1200,885
4392,1829,1287
4393,1071,761
4394,1923,1369
4395,917,657
4396,1858,1346
4397,1076,861
4398,522,360
4399,1392,1018
4400,1772,1186
4401,859,650
4402,3068,2175
4403,443,345
4404,2149,1512
4405,1284,925
4406,1781,1255
4407,949,690
4408,1356,988
4409,1664,1196
4410,1414,990
4411,1098,750
4412,1780,1269
4413,727,522
4414,1207,677
4415,1142,775
4416,1726,1103
4417,1042,694
4418,1376,1008
4419,1611,1090
4420,842,561
4421,830,519
4422,2001,1374
4423,811,547
4424,1722,1213
4425,1868,1321
4426,1727,1186
4427,1535,1138
4428,576,403
4429,2191,1639
4430,1699,1224
4431,2802,1886
4432,652,454
4433,623,465
4434,1371,994
4435,405,253
4436,1519,1053
4437,908,628
4438,604,428
4439,1120,776
4440,856,601
4441,1198,848
4442,1454,1001
4443,1233,840
4444,1396,932
4445,1691,1207
4446,1629,1150
4447,511,350
4448,2107,1436
4449,1476,1111
4450,1660,1077
4451,1243,849
4452,1116,785
4453,2028,1337
4454,1602,933
4455,1583,1032
4456,2067,1347
4457,1387,945
4458,1419,1040
4459,1525,1049
4460,599,434
4461,1471,1047
4462,1721,1145
4463,1432,992
4464,613,388
4465,1574,1040
4466,1104,724
4467,4750,3287
4468,1650,1044
4469,1019,652
4470,1258,938
4471,1836,1237
4472,989,728
4473,542,377
4474,1154,802
4475,943,648
4476,2382,1621
4477,378,291
4478,562,389
4479,1188,740
4480,907,610
4481,1131,788
4482,2048,1396
4483,1805,1236
4484,715,586
4485,618,395
4486,533,397
4487,1975,1344
4488,1728,1235
4489,1732,1162
4490,1697,1121
4491,991,733
4492,2077,1427
4493,1715,1215
4494,704,452
4495,970,631
4496,1306,978
4497,2087,1496
4498,2463,1641
4499,1737,1192
4500,1650,1240
4501,1247,885
4502,1870,1365
4503,1755,1283
4504,1830,1156
4505,1548,1111
4506,1437,1046
4507,1301,932
4508,2249,1554
4509,763,575
4510,1592,1135
4511,1150,782
4512,1112,832
4513,1694,1144
4514,1504,958
4515,1114,737
4516,935,646
4517,3166,2329
4518,857,654
4519,1285,842
4520,1179,776
4521,1566,1109
4522,651,497
4523,1733,1213
4524,1500,1078
4525,1458,966
4526,1524,1016
4527,2136,1479
4528,1372,988
4529,1453,1059
4530,1839,1325
4531,1469,1105
4532,907,696
4533,1608,1148
4534,1449,1042
4535,1594,1104
4536,2078,1520
4537,1042,728
4538,754,570
4539,2283,1614
4540,2842,2006
4541,1067,793
4542,1983,1350
4543,2982,2163
4544,866,596
4545,1899,1293
4546,1468,1011
4547,1129,814
4548,1659,1109
4549,1548,1140
4550,1584,1122
4551,1786,1290
4552,2971,2043
4553,1323,967
4554,1760,1227
4555,887,580
4556,1027,672
4557,1965,1399
4558,1864,1349
4559,1825,1301
4560,1017,719
4561,1638,1162
4562,2394,1688
4563,2020,1396
4564,861,665
4565,1313,913
4566,760,539
4567,1330,945
4568,845,636
4569,1666,1166
4570,2352,1600
4571,1992,1394
4572,667,499
4573,1274,896
4574,938,660
4575,1673,1106
4576,815,594
4577,1524,1025
4578,1092,766
4579,1418,950
4580,604,353
4581,783,518
4582,1050,696
4583,1803,1280
4584,2349,1600
4585,2354,1614
4586,719,448
4587,898,623
4588,429,311
4589,741,519
4590,2213,1415
4591,809,637
4592,848,627
4593,1922,1368
4594,658,495
4595,2789,1908
4596,1845,1314
4597,1104,696
4598,327,242
4599,1184,786
4600,848,540
4601,1413,1043
4602,1147,782
4603,1677,1215
4604,935,686
4605,1567,1134
4606,1234,879
4607,680,563
4608,435,328
4609,1746,1206
4610,1072,749
4611,2002,1468
4612,1366,938
4613,2155,1591
4614,1485,1022
4615,1245,851
4616,2339,1619
4617,1985,1399
4618,1359,942
4619,1257,861
4620,1619,1172
4621,2643,1799
4622,991,725
4623,1405,986
4624,1557,1146
4625,1752,1246
4626,1752,1184
4627,792,495
4628,785,466
4629,444,331
4630,1649,1204
4631,1227,879
4632,351,252
4633,1958,1163
4634,2426,1693
4635,1903,1279
4636,1770,1311
4637,1435,1083
4638,1635,1094
4639,2200,1563
4640,2098,1525
4641,1672,1221
4642,1285,965
4643,1692,1146
4644,2344,1585
4645,2334,1642
4646,2369,1709
4647,1537,1121
4648,1123,827
4649,957,659
4650,1409,981
4651,3110,2037
4652,1602,1158
4653,980,729
4654,2334,1630
4655,1467,1037
4656,1412,1038
4657,1492,1100
4658,2006,1441
4659,1609,1218
4660,2176,1494
4661,1151,836
4662,1568,1145
4663,1431,1015
4664,699,496
4665,593,446
4666,1517,1046
4667,1694,1110
4668,914,634
4669,1446,980
4670,813,575
4671,1439,1023
4672,1149,770
4673,2377,1639
4674,1794,1253
4675,1739,1274
4676,1734,1224
4677,1930,1341
4678,2388,1514
4679,1520,1063
4680,1958,1445
4681,1372,921
4682,1573,1122
4683,2455,1692
4684,739,559
4685,1351,987
4686,1366,955
4687,894,635
4688,1673,1219
4689,1327,873
4690,245,187
4691,1156,862
4692,1075,723
4693,1005,747
4694,1061,796
4695,409,328
4696,730,458
4697,1344,975
4698,1800,1214
4699,1571,998
4700,825,579
4701,1592,1191
4702,1782,1255
4703,565,403
4704,1592,1171
4705,1655,1029
4706,1462,993
4707,874,617
4708,1015,747
4709,1343,882
4710,3960,2599
4711,1906,1330
4712,1657,1129
4713,1893,1341
4714,1440,1011
4715,2402,1622
4716,1859,1302
4717,1585,1124
4718,1775,1259
4719,2564,1773
4720,1404,1003
4721,1466,924
4722,1707,1195
4723,588,431
4724,442,288
4725,2012,1399
4726,1075,696
4727,1631,1169
4728,1371,969
4729,1304,903
4730,1274,913
4731,2138,1518
4732,1557,1095
4733,1921,1300
4734,1219,797
4735,1946,1350
4736,1220,861
4737,1017,660
4738,798,570
4739,1131,636
4740,2406,1742
4741,1501,1051
4742,876,604
4743,1010,677
4744,454,355
4745,947,608
4746,863,688
4747,1263,824
4748,1072,751
4749,1222,873
4750,1906,1419
4751,1225,820
4752,1994,1414
4753,1340,932
4754,2960,2157
4755,1698,1216
4756,1956,1297
4757,1720,1231
4758,1910,1378
4759,1698,1163
4760,1647,1192
4761,1532,1110
4762,1745,1225
4763,2120,1518
4764,1740,1174
4765,952,672
4766,837,601
4767,1250,808
4768,751,577
4769,1204,787
4770,1579,1091
4771,924,733
4772,1004,738
4773,612,442
4774,1287,776
4775,1580,1073
4776,595,475
4777,1808,1249
4778,971,710
4779,936,643
4780,1111,796
4781,1055,732
4782,2237,1517
4783,1073,806
4784,1236,922
4785,1291,932
4786,2065,1444
4787,1350,1034
4788,1598,1118
4789,1890,1272
4790,1233,912
4791,1169,875
4792,898,729
4793,395,313
4794,2092,1472
4795,320,228
4796,1374,948
4797,1082,741
4798,2222,1623
4799,1444,1020
4800,691,501
4801,1605,1096
4802,1360,904
4803,467,363
4804,1730,1216
4805,2039,1442
4806,1670,1104
4807,714,522
4808,803,576
4809,1678,1051
4810,1579,1073
4811,1888,1232
4812,1267,920
4813,432,322
4814,949,689
4815,1210,857
4816,840,549
4817,1862,1290
4818,1346,969
4819,1529,1057
4820,2119,1396
4821,1016,719
4822,929,659
4823,1292,864
4824,1653,1220
4825,431,271
4826,1483,971
4827,2045,1447
4828,900,604
4829,1561,1109
4830,1399,974
4831,1008,703
4832,1207,824
4833,778,570
4834,661,461
4835,1877,1163
4836,2594,1884
4837,1468,1064
4838,1348,919
4839,1579,1116
4840,5157,3598
4841,1959,1238
4842,1727,1255
4843,1539,1110
4844,1378,1002
4845,1838,1367
4846,1467,998
4847,1011,661
4848,1476,1053
4849,1369,999
4850,1802,1224
4851,1855,1301
4852,1671,1177
4853,1790,1292
4854,1839,1325
4855,1074,732
4856,727,624
4857,1391,919
4858,932,734
4859,764,529
4860,1015,730
4861,476,344
4862,1366,940
4863,1389,1053
4864,770,632
4865,1674,1167
4866,581,423
4867,1347,906
4868,1068,661
4869,1462,976
4870,2106,1501
4871,647,461
4872,850,601
4873,1120,755
4874,1559,1105
4875,1999,1463
4876,1014,708
4877,1423,1070
4878,2348,1645
4879,1773,1188
4880,1405,1010
4881,1605,1204
4882,1110,794
4883,1842,1300
4884,778,559
4885,995,727
4886,1558,1102
4887,1104,792
4888,1092,737
4889,840,615
4890,1240,800
4891,1367,943
4892,1520,994
4893,2806,1927
4894,684,508
4895,1098,825
4896,930,702
4897,1420,967
4898,1203,884
4899,701,503
4900,1223,819
4901,946,725
4902,1181,859
4903,1176,831
4904,510,387
4905,1407,962
4906,2055,1449
4907,1449,1006
4908,1342,997
4909,394,266
4910,520,375
4911,859,620
4912,1665,1128
4913,861,635
4914,806,588
4915,1727,1208
4916,1343,955
4917,1598,1089
4918,1126,864
4919,1253,903
4920,414,296
4921,1187,755
4922,1397,970
4923,1201,873
4924,1778,1247
4925,910,663
4926,1661,1135
4927,1321,970
4928,1266,903
4929,1111,764
4930,1334,871
4931,1075,800
4932,1257,896
4933,1420,1009
4934,923,643
4935,687,483
4936,1204,859
4937,881,674
4938,1270,963
4939,2031,1376
4940,1454,1013
4941,1698,1112
4942,1275,861
4943,1327,915
4944,1206,798
4945,866,595
4946,1176,754
4947,615,423
4948,1442,932
4949,1592,1153
4950,1499,1109
4951,1336,856
4952,1545,982
4953,1064,763
4954,1439,1031
4955,733,547
4956,1349,868
4957,1095,852
4958,1019,743
4959,1848,1290
4960,1784,1246
4961,1235,799
4962,2110,1445
4963,1728,1173
4964,966,728
4965,1129,758
4966,1189,864
4967,1644,1144
4968,1075,733
4969,1295,956
4970,730,564
4971,1248,847
4972,1018,756
4973,1212,829
4974,1119,770
4975,1343,857
4976,1732,1169
4977,1180,738
4978,1024,733
4979,1229,917
4980,2087,1615
4981,1934,1453
4982,1452,972
4983,769,606
4984,1774,1195
4985,1303,939
4986,1138,810
4987,3237,2252
4988,1271,974
4989,1229,850
4990,680,523
4991,1071,824
4992,833,544
4993,536,382
4994,1369,941
4995,1345,894
4996,1199,717
4997,1029,751
4998,1810,1378
4999,556,387
5000,3757,2669
5001,950,725
5002,1555,891
5003,849,551
5004,1121,755
5005,627,409
5006,1388,971
5007,1057,777
5008,890,584
5009,1537,1055
5010,658,455
5011,791,537
5012,954,701
5013,1318,922
5014,1426,1027
5015,2153,1515
5016,1833,1282
5017,856,655
5018,1837,1331
