,len_before_processing,len_after_processing
3212,2098,1567
3213,22179,14790
3214,7628,5040
3215,5934,4264
3216,11266,7211
3217,22818,15384
3218,11774,7784
3219,27558,18221
3220,27008,16759
3221,45573,31587
3222,22002,14682
3223,20419,13056
3224,17176,11260
3225,20996,13816
3226,17252,11359
3227,30050,20719
3228,20222,13362
3229,29713,19319
3230,18265,11747
3231,39395,21894
3232,12381,8082
3233,38785,24759
3234,49439,31692
3235,20565,12942
3236,30387,19157
3237,20667,14300
3238,27730,18104
3239,24887,16158
3240,8582,6071
3241,17837,12708
3242,20180,14014
3243,17802,12756
3244,17585,12431
3245,27786,20043
3246,19906,13811
3247,16754,12404
3248,14343,10306
3249,17002,11199
3250,16212,11146
3251,19900,13077
3252,17388,11481
3253,5331,3572
3254,9692,6441
3255,13413,9160
3256,34332,21661
3257,10714,6950
3258,5406,3565
3259,10303,7338
3260,26923,17672
3261,28225,18405
3262,33052,21259
3263,28119,18093
3264,18659,12433
3265,13560,8747
3266,19274,12713
3267,27040,17265
3268,13737,9568
3269,22900,14127
3270,15236,10041
3271,19024,11760
3272,94958,69341
3273,20739,13407
3274,12426,9059
3275,23193,14211
3276,21415,14239
3277,22454,14890
3278,20743,13824
3279,29074,19023
3280,24167,16050
3281,18203,12451
3282,19992,12910
3283,27173,17283
3284,18633,11988
3285,11273,8140
3286,40367,28983
3287,11601,8164
3288,12280,8277
3289,99488,72080
3290,33549,23798
3291,19933,14403
3292,16021,10863
3293,3893,2747
3294,2189,1532
3295,2552,1814
3296,1410,1027
3297,5094,3505
3298,28281,20176
3299,18460,12273
3300,27479,17270
3301,17774,12238
3302,21636,14868
3303,19855,13515
3304,20957,14865
3305,29710,19661
3306,17344,11632
3307,20133,14126
3308,17096,12170
3309,17245,11683
3310,15458,10639
3311,34241,23072
3312,17266,11926
3313,26721,19456
3314,15100,9917
3315,10526,7161
3316,20343,13385
3317,19108,13027
3318,14607,9848
3319,2005,1510
3320,36284,23717
3321,20992,14766
3322,21534,14040
3323,17537,11988
3324,20479,13624
3325,23185,14468
3326,13763,9375
3327,9102,6430
3328,16741,10946
3329,16739,11483
3330,13403,9113
3331,12619,8713
3332,12734,9118
3333,12875,9017
3334,8285,5513
3335,17310,11728
3336,19666,13372
3337,3993,2807
3338,13117,9056
3339,18636,12793
3340,15827,10418
3341,18198,12406
3342,6617,4497
3343,5159,3439
3344,8988,5909
3345,16558,10498
3346,14014,9562
3347,11087,7342
3348,11514,7550
3349,3080,2037
3350,18617,12132
3351,17484,11650
3352,7854,5350
3353,24016,16725
3354,11728,8184
3355,21139,14469
3356,16056,11248
3357,25657,17910
3358,11626,7904
3359,16986,10882
3360,19751,13396
3361,17079,12175
3362,12558,7972
3363,10561,6987
3364,15412,9799
3365,20028,12788
3366,23908,16506
3367,16459,10815
3368,7526,5290
3369,66792,44369
3370,30950,21247
3371,4468,3145
3372,25236,16332
3373,18205,12148
3374,48028,32460
3375,21124,13360
3376,17085,11214
3377,21982,13571
3378,19661,12964
3379,20609,13821
3380,11458,7371
3381,23219,14635
3382,30345,19633
3383,24686,16070
3384,17533,11467
3385,22765,15361
3386,15673,10793
3387,21925,15064
3388,21767,14703
3389,32676,20846
3390,8385,5677
3391,8492,5907
3392,12374,8555
3393,3817,2619
3394,2147,1639
3395,15456,10020
3396,2044,1568
3397,15361,10201
3398,22548,14825
3399,4680,3416
3400,17302,11125
3401,5503,3959
3402,6953,4636
3403,8399,5547
3404,7035,4834
3405,18557,13074
3406,15341,10013
3407,27168,19707
3408,14738,10850
3409,23083,13696
3410,50327,34837
3411,20727,13767
3412,15076,9611
3413,19400,12549
3414,10299,6871
3415,20998,13480
3416,15418,10183
3417,8774,6099
3418,22921,15184
3419,10880,7251
3420,19427,12509
3421,50417,34569
3422,6120,4218
3423,19307,13188
3424,17844,11919
3425,10967,7240
3426,2089,1426
3427,1711,1212
3428,16275,11330
3429,2412,1667
3430,2404,1768
3431,1870,1259
3432,30547,19914
3433,1969,1431
3434,2090,1520
3435,2082,1566
3436,1637,986
3437,2119,1447
3438,1586,1039
3439,4119,3037
3440,2582,1883
3441,14301,9381
3442,11633,7106
3443,16725,10473
3444,15357,9964
3445,12508,8311
3446,32740,23451
3447,16550,10726
3448,14064,8992
3449,60686,42023
3450,28020,16850
3451,38869,24703
3452,10267,6475
3453,14426,9836
3454,14192,8986
3455,6906,4613
3456,41993,29259
3457,19358,12901
3458,21930,13401
3459,21777,13929
3460,19652,12746
3461,41587,27034
3462,15931,10917
3463,21726,14580
3464,34305,22428
3465,17313,11347
3466,19783,12734
3467,14602,8941
3468,21683,13981
3469,18185,11962
3470,40213,26268
3471,13313,9448
3472,18929,13265
3473,18832,12786
3474,37702,26128
3475,16967,11800
3476,29646,20496
3477,26806,19456
3478,21445,14940
3479,13649,9695
3480,15103,10575
3481,11899,8054
3482,28360,20109
3483,24795,16950
3484,22553,13844
3485,28561,18988
3486,18494,12917
3487,7337,5199
3488,14228,9736
3489,16439,10832
3490,8528,5656
3491,15170,10255
3492,25756,17913
3493,14313,10458
3494,14218,9865
3495,17506,11450
3496,65841,46558
3497,9195,6440
3498,28022,19129
3499,18556,14143
3500,11939,8662
3501,4692,3369
3502,62106,40795
3503,19871,13555
3504,22593,14730
3505,15746,10972
3506,16648,10988
3507,35520,24888
3508,10306,7146
3509,10220,6708
3510,11815,8191
3511,26616,17497
3512,14388,10401
3513,10798,7205
3514,15210,10122
3515,17218,10838
3516,26394,17895
3517,19246,12641
3518,12282,7898
3519,17436,10813
3520,26580,16812
3521,17883,11195
3522,14232,9032
3523,37823,24643
3524,15725,9738
3525,19557,12292
3526,13245,8317
3527,32637,21534
3528,30099,19672
3529,17488,11398
3530,23855,15939
3531,20851,13578
3532,35274,22707
3533,18928,12431
3534,5995,4148
3535,8144,5821
3536,22677,15763
3537,19376,12140
3538,8506,5891
3539,11883,7609
3540,32266,20816
3541,25382,17250
3542,10806,7300
3543,10798,7361
3544,12576,8858
3545,14324,9978
3546,8250,5615
3547,8146,5358
3548,6579,4473
3549,21985,14574
3550,7280,4990
3551,3809,2631
3552,3676,2527
3553,4957,3479
3554,7121,5066
3555,10516,7543
3556,10012,6401
3557,25770,17164
3558,55233,39841
3559,14603,9948
3560,4187,3031
3561,17146,11195
3562,10319,6864
3563,26321,17553
3564,22097,14075
3565,12662,8419
3566,9577,6709
3567,14363,9464
3568,18415,11718
3569,11929,7656
3570,24601,16960
3571,9703,6725
3572,15428,10282
3573,11922,8019
3574,19370,13099
3575,26020,17827
3576,30213,21378
3577,15650,10587
3578,19817,13505
3579,22792,16377
3580,12830,8729
3581,13617,9003
3582,27255,18382
3583,7129,4887
3584,20372,13392
3585,13706,8972
3586,26372,17649
3587,23683,16299
3588,11395,7397
3589,23184,14749
3590,25457,16646
3591,16260,9911
3592,16023,10693
3593,25375,16401
3594,14348,9705
3595,14136,9611
3596,8321,5742
3597,20782,13515
3598,26775,18054
3599,9589,6595
3600,11630,7605
3601,34720,23108
3602,22264,14451
3603,10110,6173
3604,17237,11659
3605,18173,12185
3606,15438,10215
3607,29977,20595
3608,19243,13380
3609,17073,11461
3610,27218,18183
3611,41028,27732
3612,3955,2780
3613,32645,21192
3614,21767,15018
3615,27403,18769
3616,29783,19554
3617,18714,12875
3618,32245,21574
3619,33357,22711
3620,18822,12462
3621,12975,8699
3622,28326,20158
3623,30902,20273
3624,13509,8969
3625,19309,13298
3626,16980,10490
3627,20025,13492
3628,14687,9993
3629,21890,14227
3630,16281,10526
3631,8681,5499
3632,16471,10915
3633,11293,7403
3634,8454,5513
3635,6071,4084
3636,8872,5859
3637,13253,8976
3638,8725,5806
3639,3009,2163
3640,4603,2915
3641,15095,9807
3642,4401,2933
3643,13216,9182
3644,18944,12741
3645,14949,9967
3646,11164,7766
3647,45865,31128
3648,6960,4497
3649,11245,7174
3650,16688,10531
3651,18248,11599
3652,18693,12058
3653,39659,25071
3654,9367,6403
3655,20695,13973
3656,11116,7813
3657,10093,6339
3658,15702,10084
3659,19412,12358
3660,32114,22766
3661,11681,7744
3662,24308,16140
3663,33803,22281
3664,32256,21709
3665,20250,13006
3666,21167,13552
3667,24315,15673
3668,6106,4068
3669,20184,13717
3670,16924,11679
3671,6396,4547
3672,6788,4661
3673,9632,6375
3674,10092,6763
3675,8043,5553
3676,19128,12735
3677,15746,11485
3678,14959,10624
3679,44002,31010
3680,37396,25435
3681,10176,6615
3682,4576,3213
3683,9525,6733
3684,12623,8728
3685,6561,4457
3686,10186,6414
3687,4552,3197
3688,4313,2841
3689,27211,18361
3690,21762,14883
3691,26340,18952
3692,30225,21826
3693,21024,14079
3694,32998,24458
3695,24600,16421
3696,13779,8979
3697,18657,12793
3698,26283,16286
3699,13476,8602
3700,40811,26332
3701,18403,12418
3702,29952,20309
3703,13553,9171
3704,19053,13255
3705,18036,11625
3706,13839,8554
3707,16520,10543
3708,16325,10125
3709,19604,13862
3710,27355,17335
3711,28148,18513
3712,15998,10068
3713,11324,7341
3714,19294,12221
3715,30159,19113
3716,19459,12121
3717,25307,16455
3718,10398,6912
3719,16645,10373
3720,14982,10286
3721,16037,9591
3722,16383,11161
3723,37403,25031
3724,29638,20502
3725,29187,19696
3726,28077,19591
3727,21600,14202
3728,23105,13751
3729,17050,10118
3730,15836,9995
3731,16145,10476
3732,20239,13224
3733,28635,18767
3734,25706,17151
3735,21087,13752
3736,13382,8458
3737,17888,11216
3738,16225,10496
3739,26764,16717
3740,23651,15095
3741,17237,10556
3742,14638,9571
3743,18199,12081
3744,15316,10454
3745,18720,12702
3746,15594,10298
3747,29272,18547
3748,10736,6991
3749,18019,11941
3750,53077,34633
3751,48864,31623
3752,22314,14649
3753,23052,14124
3754,9000,5988
3755,29490,17046
3756,18367,11742
3757,6987,4750
3758,4299,3022
3759,9549,6150
3760,83070,57762
3761,23485,15935
3762,11826,8014
3763,25306,17643
3764,16298,10980
3765,18290,12685
3766,24332,15769
3767,21979,14322
3768,15923,11030
3769,15871,10580
3770,21653,14468
3771,29130,19595
3772,29437,20683
3773,16232,11767
3774,12157,8697
3775,12469,9264
3776,28933,20248
3777,15016,10589
3778,24758,17544
3779,44083,30019
3780,57518,37160
3781,18783,12019
3782,1335,894
3783,23222,14798
3784,22788,14795
3785,22344,14491
3786,11839,7277
3787,30517,19549
3788,44697,29352
3789,22633,14247
3790,4329,3019
3791,11911,8254
3792,29071,20573
3793,29576,20015
3794,23895,16823
3795,25856,16955
3796,18136,12332
3797,14100,9372
3798,31434,20870
3799,29444,20718
3800,17875,11958
3801,52848,36472
3802,29024,18661
3803,14938,9711
3804,10647,6999
3805,31486,21252
3806,22560,15430
3807,9461,6350
3808,24405,16503
3809,22390,13907
3810,30366,19656
3811,22356,14934
3812,12332,8332
3813,36933,21831
3814,56908,36221
3815,7398,4767
3816,11654,7672
3817,20148,13272
3818,21000,13782
3819,7582,5075
3820,19734,12179
3821,21181,14448
3822,31270,20564
3823,21458,13840
3824,26853,16895
3825,23656,14932
3826,20214,13747
3827,17833,11891
3828,26541,17327
3829,42887,29240
3830,19520,13272
3831,19640,13507
3832,27869,18370
3833,23225,15595
3834,10110,6556
3835,25011,17111
3836,16252,10880
3837,39518,27648
3838,19825,13759
3839,15285,10053
3840,21964,14241
3841,19042,11513
3842,31622,21056
3843,25415,16527
3844,10664,6952
3845,17917,11422
3846,12673,8521
3847,27634,17506
3848,7240,4732
3849,25649,16474
3850,20509,13488
3851,22211,14578
3852,18532,12054
3853,18890,12145
3854,31945,20298
3855,20844,13724
3856,26694,16226
3857,19073,12708
3858,14604,9921
3859,18857,12579
3860,13454,9023
3861,20452,12590
3862,14994,9602
3863,16324,10996
3864,23641,15759
3865,13300,8824
3866,13671,9172
3867,29403,21082
3868,25633,17221
3869,13567,8559
3870,14664,9861
3871,22272,14980
3872,18556,12763
3873,11398,7839
3874,11877,8146
3875,47728,29044
3876,2972,2043
3877,9844,6822
3878,3074,2230
3879,2589,1846
3880,27755,19866
3881,16418,11297
3882,22477,15176
3883,19392,12833
3884,42169,30004
3885,15375,10475
3886,8360,5600
3887,41897,28289
3888,20870,15023
3889,23900,16703
3890,23505,16308
3891,15704,11722
3892,17049,12310
3893,18442,12461
3894,30266,21745
3895,11219,7931
3896,11875,8511
3897,13121,9527
3898,38525,24789
3899,19088,12896
3900,33231,22723
3901,19227,13373
3902,20795,14383
3903,27569,19826
3904,7542,5370
3905,17377,12082
3906,47540,33030
3907,21175,14505
3908,20232,14049
3909,25098,17485
3910,14839,9676
3911,15551,10444
3912,21781,14888
3913,29182,20769
3914,16037,10234
3915,22088,15198
3916,14685,9660
3917,21439,14746
3918,18863,12655
3919,54005,35597
3920,16228,10666
3921,8588,6115
3922,20389,14399
3923,21106,13682
3924,24009,16290
3925,20789,13771
3926,21234,14920
3927,29555,20799
3928,12654,8583
3929,18789,12562
3930,27187,18605
3931,27263,19561
3932,25721,15937
3933,23563,15010
3934,14678,8989
3935,27773,19691
3936,17254,11017
3937,14189,9087
3938,25977,17578
3939,19758,13760
3940,16135,10020
3941,28247,19878
3942,15867,10645
3943,9986,6567
3944,24536,16579
3945,16488,10760
3946,8115,5186
3947,13537,9376
3948,33924,22106
3949,9351,6650
3950,17012,11808
3951,7384,4969
3952,15463,9837
3953,4063,2826
3954,1544,1174
3955,12550,8328
3956,3366,2328
3957,14050,9320
3958,2036,1452
3959,23750,16174
3960,24818,16877
3961,9632,6749
3962,13525,9797
3963,7699,5578
3964,17739,11806
3965,17550,11631
3966,29587,21132
3967,17996,12145
3968,12726,9238
3969,18967,13666
3970,29899,21488
3971,28284,19863
3972,26340,18231
3973,27445,18932
3974,26234,18180
3975,12654,7671
3976,10651,7333
3977,18140,12748
3978,15217,9779
3979,20929,13607
3980,12292,8035
3981,24599,15887
3982,19050,12339
3983,35390,24573
3984,28614,19201
3985,30354,21527
3986,15418,10089
3987,33666,23809
3988,9967,6335
3989,11267,7085
3990,18670,11608
3991,26758,19231
3992,11150,7336
3993,8446,5618
3994,10053,6832
3995,13151,8839
3996,12853,7910
3997,22953,13977
3998,13120,8699
3999,12700,7862
4000,8980,5840
4001,18664,11844
4002,10476,6938
4003,14303,9016
4004,9908,6302
4005,21258,13631
4006,20424,14024
4007,13508,9180
4008,27672,18984
4009,37773,25032
4010,11985,7560
4011,9445,6207
4012,19005,13178
4013,36141,24339
4014,20139,13507
4015,21389,13849
4016,14384,9363
4017,13208,8502
4018,20272,13658
4019,11596,7573
4020,17270,11507
4021,16441,10949
4022,27511,18591
4023,13259,9289
4024,25432,16322
4025,29556,19060
4026,27127,19720
4027,12360,8739
4028,7850,5568
4029,23895,15318
4030,19406,12950
4031,9516,6667
4032,7474,5009
4033,15380,10321
4034,9696,6502
4035,12603,8651
4036,9120,6279
4037,8319,5608
4038,7895,5341
4039,7097,4924
4040,5657,4056
4041,10501,7344
4042,5388,3425
4043,4529,3020
4044,24806,16147
4045,21615,14686
4046,22229,14342
4047,6505,4372
4048,1856,1260
4049,1850,1165
4050,1993,1347
4051,21141,13385
4052,25579,16929
4053,15399,10826
4054,5454,3422
4055,16198,10721
4056,21389,13745
4057,10707,7440
4058,13178,9059
4059,17733,11553
4060,11623,8041
4061,11426,7633
4062,22848,14840
4063,13741,9143
4064,11472,7758
4065,17587,11570
4066,30407,24136
4067,10387,7317
4068,16511,10754
4069,26640,17258
4070,45228,30685
4071,17870,12616
4072,12979,8523
4073,6530,4210
4074,6029,3980
4075,12621,8593
4076,25563,16586
4077,13355,8962
4078,9798,6771
4079,22650,16011
4080,15377,10178
4081,22768,15543
4082,14960,10445
4083,21987,14992
4084,7859,5380
4085,18444,12106
4086,26171,17928
4087,5395,3669
4088,12903,8561
4089,26251,17201
4090,18529,12556
4091,22581,14574
4092,12879,8601
4093,18709,11864
4094,18309,12600
4095,12247,8087
4096,21232,14658
4097,8799,5864
4098,31698,21336
4099,24101,16417
4100,27663,19696
4101,17011,11499
4102,20419,13596
4103,38726,27833
4104,41672,28835
4105,16801,11510
4106,21603,15223
4107,17406,12345
4108,25295,17706
4109,11491,7750
4110,16380,10805
4111,24245,15604
4112,23968,15787
4113,16374,11596
4114,18711,12622
4115,8878,6464
4116,31157,21476
4117,18546,11790
4118,32308,21349
4119,12724,8780
4120,4593,3154
4121,15566,9933
4122,16737,10935
4123,20496,13611
4124,23534,15190
4125,13912,9488
4126,17079,10951
4127,18039,12073
4128,12680,7482
4129,23105,14907
4130,13008,8798
4131,14059,9011
4132,6728,4387
4133,9052,6206
4134,19508,14246
4135,20910,15340
4136,22973,15139
4137,17572,12341
4138,16819,11613
4139,13480,8953
4140,18083,12270
4141,22832,14033
4142,15454,10777
4143,28051,18768
4144,6888,4657
4145,32981,23312
4146,27850,17619
4147,24937,15648
4148,26938,17461
4149,11801,8702
4150,13020,8826
4151,23093,15712
4152,21093,14060
4153,13390,9012
4154,16580,11132
4155,16006,11025
4156,18518,12283
4157,24224,16585
4158,9969,6645
4159,32433,22160
4160,16785,11372
4161,10379,6838
4162,36752,25602
4163,16024,11583
4164,26248,18390
4165,6695,4714
4166,12319,8411
4167,16785,11473
4168,21157,14645
4169,11163,7445
4170,18595,12760
4171,15739,10781
4172,34330,23144
4173,36626,25763
4174,12822,9068
4175,21820,14499
4176,17340,10870
4177,9380,6400
4178,11920,7329
4179,17303,11360
4180,21512,14675
4181,10024,6866
4182,14378,9035
4183,19090,12926
4184,9715,6827
4185,20938,13715
4186,31422,20958
4187,22326,14487
4188,125824,84688
4189,11381,8099
4190,17897,11602
4191,30568,20820
4192,11987,8289
4193,10617,7075
4194,44528,28319
4195,4099,2792
4196,117469,76905
4197,23692,14361
4198,28097,19478
4199,17145,10261
4200,12274,7692
4201,14166,9078
4202,16952,11103
4203,31912,20909
4204,22417,15622
4205,16150,10435
4206,16946,10942
4207,14684,10371
4208,17591,11965
4209,13232,9537
4210,22998,14394
4211,13055,9566
4212,38220,27707
4213,46643,31817
4214,18469,13160
4215,12352,7958
4216,79683,57437
4217,13656,9854
4218,214327,149110
4219,35820,24557
4220,25845,18314
4221,22597,15597
4222,16980,12032
4223,16211,11375
4224,21076,14645
4225,13199,8669
4226,89940,61193
4227,9175,6641
4228,19195,12801
4229,17995,11771
4230,17515,11409
4231,11808,7863
4232,10883,7237
4233,18542,12786
4234,20404,14870
4235,18497,11760
4236,11818,8081
4237,24795,16335
4238,17460,10890
4239,13641,8788
4240,10797,7015
4241,8801,6144
4242,13635,9168
4243,19903,12597
4244,19677,12685
4245,15904,10016
4246,7794,5369
4247,8417,5581
4248,16272,10696
4249,16906,11435
4250,21809,14470
4251,11849,7825
4252,11864,7798
4253,7594,5062
4254,9352,6083
4255,16024,10776
4256,19371,12738
4257,9636,6319
4258,21339,14899
4259,38813,26754
4260,24261,16312
4261,15297,10483
4262,20945,14616
4263,36313,25193
4264,18680,12963
4265,22099,14702
4266,9566,6522
4267,11628,7932
4268,25122,16062
4269,23640,16398
4270,5061,3520
4271,7937,5614
4272,36478,24324
4273,51466,35375
4274,11257,7801
4275,26294,17095
4276,12761,8889
4277,11342,7974
4278,36776,25344
4279,13490,9099
4280,19540,12435
4281,14062,9163
4282,28537,18935
4283,14675,10454
4284,10321,6916
4285,11810,7962
4286,26187,15551
4287,10958,7036
4288,3716,2414
4289,12860,8408
4290,16310,10292
4291,15226,9774
4292,10218,7072
4293,17803,11413
4294,5130,3507
4295,6660,4442
4296,15007,9699
4297,16323,10950
4298,198436,131894
4299,15026,9586
4300,15932,11110
4301,24166,16025
4302,24496,16333
4303,22291,13223
4304,9484,6685
4305,18521,12492
4306,49835,34590
4307,23649,15459
4308,24178,15360
4309,12795,8430
4310,6607,4537
4311,9279,6299
4312,12806,8555
4313,23689,15430
4314,1056,767
4315,40545,27493
4316,1702,1272
4317,1168,843
4318,841,630
4319,1239,887
4320,986,676
4321,1765,1231
4322,837,628
4323,964,652
4324,986,703
4325,9171,6688
4326,25904,18038
4327,52199,35474
4328,22138,15494
4329,19792,13021
4330,28100,19779
4331,14922,9477
4332,14506,9171
4333,12053,7522
4334,14953,10377
4335,23112,15111
4336,15944,11074
4337,21340,14494
4338,10834,6747
4339,6682,4197
4340,10507,6922
4341,22207,14970
4342,19522,12689
4343,14122,8954
4344,17854,11942
4345,22693,14881
4346,3403,2333
4347,20873,13217
4348,11865,7719
4349,33065,22989
4350,32480,23255
4351,28479,20120
4352,15120,10838
4353,19820,13517
4354,24823,16748
4355,31418,21216
4356,15965,10775
4357,9767,6794
4358,17449,11704
4359,10173,6855
4360,9646,6772
4361,15641,10120
4362,12654,8659
4363,48400,32957
4364,24144,16181
4365,18663,13014
4366,12470,8728
4367,12997,8999
4368,11657,7989
4369,19289,13233
4370,21499,14324
4371,11582,7843
4372,24391,16745
4373,10998,7453
4374,16681,11047
4375,11278,7995
4376,15693,10663
4377,13291,9496
4378,13744,9872
4379,18053,12338
4380,14378,9479
4381,12186,7903
4382,23874,15413
4383,32162,21845
4384,11002,7359
4385,11709,7580
4386,12075,8122
4387,20201,13210
4388,8198,5642
4389,11095,7949
4390,19300,14029
4391,25739,17531
4392,31214,21634
4393,10582,7689
4394,34467,24556
4395,20852,14159
4396,26458,18233
4397,14997,10207
4398,6267,3982
4399,10548,6862
4400,14355,9438
4401,6606,4276
4402,32838,20960
4403,16586,11618
4404,69330,44933
4405,20246,13227
4406,24268,15052
4407,5050,3412
4408,10957,6977
4409,13107,8624
4410,17565,10956
4411,17427,11119
4412,10011,6852
4413,20922,13633
4414,9260,5604
4415,17532,11413
4416,36614,28636
4417,14615,9471
4418,21942,14277
4419,11017,6477
4420,13335,8568
4421,24403,13175
4422,13693,9274
4423,11848,7698
4424,7677,5045
4425,25955,18173
4426,22369,15917
4427,17554,11793
4428,16707,11587
4429,44732,31235
4430,37567,26647
4431,46157,32421
4432,7592,5355
4433,13516,9764
4434,16455,12219
4435,5815,3894
4436,16212,11406
4437,18086,12467
4438,9446,6936
4439,18642,13417
4440,19050,13461
4441,14776,10542
4442,21018,14115
4443,10223,7051
4444,17460,11914
4445,34170,23268
4446,21083,14240
4447,6781,4483
4448,33352,22005
4449,13031,9307
4450,15499,10099
4451,30456,20102
4452,18449,11974
4453,39769,26123
4454,11639,6970
4455,14146,9239
4456,38849,25894
4457,10958,7317
4458,6846,5037
4459,15717,10496
4460,12981,8900
4461,31167,20537
4462,20486,12900
4463,28437,18756
4464,3869,2531
4465,18751,12532
4466,20466,13402
4467,25304,16720
4468,55015,32622
4469,20470,13669
4470,10349,7244
4471,16046,10391
4472,10296,6355
4473,56696,37025
4474,17288,11510
4475,28447,19616
4476,27928,18749
4477,11794,8135
4478,12968,9122
4479,22669,14741
4480,14659,10276
4481,15876,10444
4482,43500,29350
4483,19347,12671
4484,9269,6494
4485,13188,8920
4486,14610,9221
4487,27974,18385
4488,18168,12028
4489,15695,10272
4490,16953,11075
4491,43004,29396
4492,33303,21929
4493,20333,13363
4494,14321,9985
4495,17509,11480
4496,7818,5553
4497,10144,7106
4498,48435,32922
4499,50420,35847
4500,8744,6611
4501,33605,22968
4502,31403,22095
4503,29306,20762
4504,27771,18053
4505,14180,10493
4506,29511,21123
4507,29389,19751
4508,32142,22848
4509,16119,11187
4510,9778,6530
4511,23569,15096
4512,15066,10617
4513,12714,8241
4514,15962,10495
4515,9107,5728
4516,5351,3613
4517,26019,17492
4518,10125,6697
4519,9874,6330
4520,8872,5934
4521,35358,24464
4522,21908,15331
4523,18407,11751
4524,20744,14019
4525,36302,24592
4526,25466,14918
4527,31657,20494
4528,22827,15567
4529,23753,16866
4530,37838,27057
4531,38124,27203
4532,8884,6523
4533,24199,17278
4534,18730,13140
4535,18979,12324
4536,29229,21087
4537,15911,10528
4538,11706,7777
4539,13861,9562
4540,25601,17271
4541,12080,7749
4542,19781,11744
4543,21451,14575
4544,7995,5301
4545,14596,9579
4546,15353,10315
4547,15352,9969
4548,17487,11242
4549,27830,18475
4550,10509,6748
4551,19228,12557
4552,44458,31175
4553,10559,7254
4554,27337,18085
4555,34458,23539
4556,14203,9034
4557,21104,14305
4558,25649,17507
4559,20772,14118
4560,17671,11851
4561,6960,4583
4562,19012,13142
4563,29207,19302
4564,7883,5401
4565,12096,7614
4566,8276,5644
4567,10336,7198
4568,17145,12347
4569,11551,7742
4570,15612,10092
4571,11432,7423
4572,1042,766
4573,8023,5369
4574,13917,9482
4575,13318,8802
4576,8777,5876
4577,7454,4827
4578,12569,8320
4579,8927,5653
4580,5868,3694
4581,5573,3549
4582,11472,7307
4583,9603,6524
4584,201836,140837
4585,51744,34916
4586,32905,22175
4587,22296,14618
4588,36340,24619
4589,11351,7723
4590,35902,22344
4591,27328,18475
4592,12342,8055
4593,23424,14819
4594,34739,24703
4595,18814,12462
4596,18273,12388
4597,12353,8178
4598,21083,14549
4599,26645,15862
4600,17182,11096
4601,12519,8631
4602,19180,12239
4603,16806,10956
4604,4189,2883
4605,29125,19142
4606,32736,22572
4607,2002,1484
4608,25253,16716
4609,28849,19390
4610,13550,9199
4611,34290,24531
4612,16358,11214
4613,32494,22736
4614,28727,19774
4615,27574,18818
4616,37334,24755
4617,42054,29176
4618,18284,13061
4619,21725,15339
4620,21312,15135
4621,11095,7202
4622,19696,13847
4623,23058,14808
4624,16738,11077
4625,21532,13628
4626,14511,9529
4627,4719,2851
4628,11382,7369
4629,6637,4403
4630,19615,13888
4631,8852,6388
4632,18319,12457
4633,9112,5899
4634,26326,17976
4635,26166,18008
4636,22640,15649
4637,28553,19942
4638,21211,13956
4639,21032,15053
4640,36237,25139
4641,29984,20380
4642,29512,20393
4643,44525,30242
4644,25376,17518
4645,20596,14558
4646,38541,27541
4647,19104,12610
4648,16401,11158
4649,52925,34998
4650,15591,10409
4651,22774,15134
4652,11785,8303
4653,25532,17729
4654,16782,11611
4655,27012,18160
4656,21894,15161
4657,15324,11476
4658,25773,18189
4659,13886,9800
4660,27014,18039
4661,20741,14525
4662,20041,14236
4663,29342,20475
4664,35798,24569
4665,10817,7499
4666,29546,19810
4667,33601,22992
4668,26397,17048
4669,30018,19750
4670,21619,15273
4671,14105,9476
4672,8221,5188
4673,31382,20996
4674,19873,12851
4675,31132,22272
4676,20742,14427
4677,28411,19874
4678,30242,20839
4679,43636,31602
4680,31708,22676
4681,26207,17294
4682,34668,24397
4683,43221,30803
4684,32338,22800
4685,30416,21193
4686,22579,14524
4687,11459,7600
4688,26095,17401
4689,22038,14084
4690,12179,8640
4691,20883,13772
4692,15736,9932
4693,23681,15522
4694,34066,23216
4695,9437,6312
4696,19595,12520
4697,16989,11359
4698,27311,16634
4699,15424,9605
4700,12491,8744
4701,12102,7598
4702,16017,10759
4703,8316,5691
4704,18488,11792
4705,17372,11204
4706,80262,46672
4707,16583,10661
4708,15023,9492
4709,24571,16385
4710,26592,17551
4711,31291,20810
4712,22626,14230
4713,21274,14583
4714,14324,9425
4715,37774,24917
4716,18293,11997
4717,14031,9188
4718,20022,13970
4719,32710,21988
4720,24516,16990
4721,23082,14915
4722,8516,5956
4723,8881,6060
4724,3193,2165
4725,7754,5060
4726,7170,4538
4727,10725,7337
4728,5776,3806
4729,16567,10811
4730,13411,9010
4731,29284,20153
4732,12566,8212
4733,24677,15900
4734,8527,5443
4735,23992,16005
4736,4165,2631
4737,7354,4592
4738,13116,8066
4739,9352,5526
4740,77880,45686
4741,22522,14782
4742,6600,4215
4743,17165,10739
4744,22857,16813
4745,15022,9564
4746,27483,19240
4747,14011,9265
4748,30060,20010
4749,17378,11720
4750,20826,14549
4751,19876,13681
4752,21458,14466
4753,37396,25384
4754,78420,53804
4755,49221,31639
4756,33578,20911
4757,32241,21680
4758,17220,12002
4759,23418,15768
4760,11416,7472
4761,14600,10258
4762,28513,19348
4763,22533,15011
4764,34807,22540
4765,18046,12389
4766,7401,4884
