,len_before_processing,len_after_processing
1658,48040,32748
1659,20798,13656
1660,18944,12557
1661,26851,17294
1662,31383,21646
1663,4219,2927
1664,9068,6062
1665,29536,21239
1666,15904,10926
1667,16575,11144
1668,10596,6890
1669,15742,10892
1670,26475,17751
1671,11391,8030
1672,10206,6846
1673,28248,18700
1674,23769,16116
1675,5081,3564
1676,31416,21159
1677,22577,15267
1678,24812,16913
1679,10573,7276
1680,28938,19994
1681,24344,16161
1682,13902,9183
1683,10901,7584
1684,12786,8576
1685,17344,12328
1686,9218,6578
1687,19245,12854
1688,16766,11517
1689,16800,10269
1690,28682,18972
1691,20193,13211
1692,39765,18426
1693,11074,7607
1694,26627,17366
1695,14959,10160
1696,10485,7287
1697,28333,18783
1698,32994,22201
1699,8042,5218
1700,16925,10956
1701,40945,28196
1702,27305,18364
1703,9508,6559
1704,27698,18021
1705,47049,32560
1706,37848,25676
1707,26017,17443
1708,9929,6463
1709,17733,11772
1710,9858,6473
1711,17330,11686
1712,34352,24115
1713,24175,16158
1714,10641,7182
1715,14082,9733
1716,11244,8054
1717,29568,19833
1718,26237,17351
1719,21056,14091
1720,26767,17565
1721,23897,15486
1722,32926,21971
1723,2964,2178
1724,25658,16517
1725,10563,6732
1726,29439,18333
1727,22717,14320
1728,26621,18002
1729,20338,13753
1730,27142,17777
1731,21840,14762
1732,46314,29825
1733,29042,19398
1734,11720,8070
1735,36949,24980
1736,21544,14435
1737,39766,26489
1738,14056,10092
1739,25793,17596
1740,33021,21992
1741,21853,14065
1742,39303,25519
1743,26507,17054
1744,41467,27211
1745,58562,37170
1746,8319,5710
1747,29818,19339
1748,20804,14312
1749,19892,13661
1750,4040,2642
1751,31787,20490
1752,13098,9824
1753,7772,5288
1754,5681,3755
1755,24860,16923
1756,22592,14810
1757,27239,17988
1758,7156,5065
1759,31966,20023
1760,24040,15601
1761,37309,25065
1762,34551,23923
1763,32573,21661
1764,31423,20855
1765,19308,13119
1766,16747,10552
1767,22298,13819
1768,25073,16390
1769,22169,13525
1770,32074,20643
1771,16169,11241
1772,55617,35136
1773,26642,16929
1774,26978,17988
1775,23583,15520
1776,13660,9856
1777,27287,18533
1778,28563,18292
1779,19965,12619
1780,20005,13302
1781,36001,24166
1782,24015,15791
1783,25091,16629
1784,27525,18001
1785,61390,38963
1786,19350,12355
1787,8960,6052
1788,11091,8018
1789,17965,11458
1790,5658,3910
1791,27295,15468
1792,25920,17881
1793,14886,10570
1794,30792,20197
1795,20802,14874
1796,14772,9930
1797,24628,15946
1798,19846,13419
1799,26315,17389
1800,5057,3236
1801,16940,11393
1802,7414,5019
1803,6230,4286
1804,9150,5909
1805,4851,3342
1806,14035,10020
1807,11922,7349
1808,18244,12746
1809,10337,7151
1810,18918,12733
1811,18469,12176
1812,13958,9371
1813,13147,8409
1814,21440,14385
1815,29123,19214
1816,18014,11330
1817,15359,10842
1818,13883,8956
1819,23751,15433
1820,23320,15724
1821,28013,19325
1822,19009,13338
1823,38239,24960
1824,36453,24579
1825,11957,8167
1826,23209,15772
1827,15396,9923
1828,25106,16168
1829,24591,17024
1830,19354,12333
1831,18010,11907
1832,26584,17280
1833,11264,7752
1834,18703,12206
1835,18153,11704
1836,18040,11406
1837,17400,11939
1838,29989,20779
1839,19223,12800
1840,16733,11137
1841,40555,26331
1842,21798,15123
1843,11563,7693
1844,21603,13507
1845,22549,14689
1846,8829,5965
1847,23032,15083
1848,19815,13153
1849,15886,10414
1850,12882,8472
1851,14943,9957
1852,15660,9838
1853,21679,14187
1854,26810,17442
1855,22383,15225
1856,20890,13478
1857,15277,9763
1858,18752,12356
1859,25321,18073
1860,10833,7472
1861,17871,12139
1862,18857,13148
1863,24991,16174
1864,17247,11931
1865,16066,11197
1866,27299,18568
1867,25102,16769
1868,16190,11537
1869,24035,16134
1870,26423,18097
1871,19902,12966
1872,31504,20856
1873,14661,9873
1874,10201,6991
1875,17158,11285
1876,16763,10788
1877,19268,13308
1878,14477,9779
1879,15675,10330
1880,4809,3440
1881,23199,16313
1882,6648,4417
1883,14493,9715
1884,8053,5537
1885,13016,8808
1886,7791,5282
1887,3018,2194
1888,15731,10272
1889,5128,3466
1890,18941,12810
1891,9881,6352
1892,37380,25346
1893,8993,6034
1894,24952,16778
1895,10734,7218
1896,10228,6789
1897,8687,5824
1898,17277,11566
1899,16725,11192
1900,20135,13531
1901,17141,11280
1902,21474,13449
1903,20517,13809
1904,8763,5566
1905,29791,20008
1906,21362,14181
1907,12053,8159
1908,29062,19793
1909,12070,8260
1910,22848,15426
1911,11525,7655
1912,22182,14127
1913,14533,10107
1914,29814,19532
1915,20828,14051
1916,18080,12146
1917,19016,12692
1918,17798,12228
1919,14145,9316
1920,7806,5126
1921,25203,15836
1922,13436,8959
1923,31121,22056
1924,19577,13303
1925,20739,14178
1926,20981,14369
1927,11264,7593
1928,20320,13562
1929,15332,9816
1930,16240,11010
1931,22511,15147
1932,15429,10560
1933,30515,20885
1934,55293,38358
1935,20007,13391
1936,17415,11360
1937,4488,2962
1938,2323,1581
1939,6793,4762
1940,46073,29857
1941,6550,4505
1942,11209,7923
1943,19556,13144
1944,15199,10010
1945,15584,10429
1946,13219,9663
1947,7140,4911
1948,10692,7335
1949,8081,5333
1950,7312,5118
1951,18882,12811
1952,9217,6553
1953,10773,7049
1954,7006,5093
1955,5077,3551
1956,3986,2786
1957,10388,6808
1958,18601,12129
1959,10811,7065
1960,6144,4344
1961,29760,20215
1962,23515,16598
1963,11445,7871
1964,6854,4627
1965,11926,7872
1966,10155,6698
1967,12513,8410
1968,8513,6005
1969,5340,3827
1970,6314,4579
1971,7914,5344
1972,35900,23893
1973,7783,5499
1974,12082,8287
1975,7695,5484
1976,5468,3804
1977,8150,5617
1978,21238,14672
1979,14466,9995
1980,13758,9324
1981,10491,6887
1982,12436,8432
1983,7970,5632
1984,18075,13104
1985,26132,18253
1986,16241,10912
1987,16567,11231
1988,9574,6306
1989,2979,2073
1990,22784,15282
1991,14775,9901
1992,11738,7811
1993,14663,9412
1994,10180,6637
1995,14924,9923
1996,27523,18742
1997,1553,1091
1998,17263,11237
1999,12121,7961
2000,29675,17262
2001,26787,18088
2002,8451,5572
2003,12495,8270
2004,18405,12639
2005,6564,4247
2006,13850,9183
2007,24611,16182
2008,30022,19847
2009,16760,11591
2010,17837,11745
2011,9675,6679
2012,28484,18329
2013,17703,12153
2014,21581,14057
2015,17781,12258
2016,10776,7068
2017,54814,37106
2018,13003,8927
2019,24826,16803
2020,13144,9023
2021,30696,20800
2022,18501,12430
2023,21917,15826
2024,15737,9410
2025,18978,13026
2026,16396,11636
2027,18504,11620
2028,8309,5757
2029,15434,10527
2030,20815,13367
2031,9159,6302
2032,14140,9663
2033,23936,16384
2034,25443,17222
2035,11329,7590
2036,11832,8711
2037,9905,6403
2038,12101,7803
2039,17885,12113
2040,13831,9407
2041,7951,5554
2042,77058,52534
2043,44232,29175
2044,26072,16656
2045,8012,5618
2046,11166,7019
2047,13352,8657
2048,22212,14848
2049,7192,4851
2050,16188,10679
2051,12981,8832
2052,10581,7067
2053,20066,13190
2054,18721,12527
2055,27951,17325
2056,24814,16946
2057,27945,18617
2058,19297,12761
2059,25399,17140
2060,29612,17813
2061,16381,10810
2062,22145,14158
2063,50569,33621
2064,24484,15674
2065,98426,70804
2066,23299,16118
2067,33972,23359
2068,6806,4836
2069,14296,9864
2070,8904,6038
2071,8397,5619
2072,76641,48033
2073,13206,8915
2074,23604,15450
2075,21834,14468
2076,8372,5815
2077,16042,10169
2078,11793,7889
2079,11148,7693
2080,28826,18928
2081,8552,6109
2082,15358,10229
2083,14852,10590
2084,17120,11095
2085,9895,6444
2086,23923,16232
2087,12762,8604
2088,14734,9665
2089,21524,14198
2090,13903,9170
2091,22713,14996
2092,13167,8664
2093,13166,8935
2094,11286,7779
2095,25580,16863
2096,18348,12984
2097,10045,6777
2098,27610,18825
2099,12448,8627
2100,21660,14253
2101,18729,13432
2102,39653,27680
2103,17888,11891
2104,24980,17254
2105,16540,11626
2106,70686,42944
2107,68044,47884
2108,166255,94530
2109,42359,30345
2110,24909,15991
2111,30576,18626
2112,32066,22666
2113,7299,5181
2114,10360,7148
2115,8160,5477
2116,9906,6723
2117,19625,12998
2118,16475,11178
2119,17504,11677
2120,6092,4134
2121,18321,12454
2122,24147,16422
2123,29867,19518
2124,7527,5510
2125,7101,4946
2126,12402,8639
2127,22385,15153
2128,13958,9320
2129,4849,3465
2130,14843,10082
2131,37340,24511
2132,29691,20171
2133,6955,4548
2134,9082,6316
2135,19390,12721
2136,19723,13105
2137,15631,10583
2138,20886,14147
2139,13736,9039
2140,22007,14781
2141,11202,7793
2142,13918,9553
2143,14437,9890
2144,23485,16177
2145,36891,24112
2146,20925,14173
2147,32629,21698
2148,15824,11002
2149,16117,11316
2150,13395,8692
2151,12045,8058
2152,11142,7345
2153,9917,6513
2154,18271,12364
2155,12078,8060
2156,18215,11602
2157,16429,11218
2158,15651,10751
2159,9841,6944
2160,18263,12459
2161,16253,10809
2162,15473,10438
2163,21119,13903
2164,19658,12823
2165,10834,7785
2166,5881,4082
2167,15781,10544
2168,20642,14671
2169,11589,7419
2170,15582,10314
2171,7727,4984
2172,15619,10215
2173,17098,10903
2174,19214,13420
2175,11212,7416
2176,19272,12675
2177,20242,13548
2178,24318,14725
2179,11742,7843
2180,22056,14006
2181,20154,13236
2182,13685,8712
2183,18085,12510
2184,15036,10434
2185,19982,12848
2186,3570,2535
2187,13547,9224
2188,10973,7400
2189,6596,4417
2190,18630,12834
2191,4999,3421
2192,3717,2635
2193,4971,3545
2194,6920,4693
2195,15469,10137
2196,13779,9374
2197,8849,5819
2198,23372,15615
2199,6894,4700
2200,13014,8662
2201,6984,4667
2202,15914,11171
2203,25392,16689
2204,22586,15175
2205,16866,11701
2206,18790,12425
2207,13242,9061
2208,24031,15742
2209,24916,17435
2210,19254,12955
2211,16547,11268
2212,15664,10900
2213,18546,12764
2214,20773,13774
2215,25880,18223
2216,22348,15149
2217,16033,11090
2218,21506,13546
2219,21765,14265
2220,14724,10020
2221,11887,7697
2222,13241,8875
2223,16339,11002
2224,15778,10223
2225,20965,14244
2226,21394,13141
2227,13996,9238
2228,13332,9136
2229,24015,15958
2230,10360,6920
2231,22456,14066
2232,18105,12266
2233,7844,5554
2234,8695,5922
2235,27206,19134
2236,19064,13054
2237,11413,7280
2238,12311,8378
2239,6348,4502
2240,14196,9472
2241,12045,7928
2242,8775,5820
2243,18754,12659
2244,10000,6767
2245,31545,21543
2246,6185,4487
2247,21063,14422
2248,11286,8353
2249,23700,16569
2250,15269,10665
2251,20330,13625
2252,20296,14095
2253,26397,17694
2254,37678,26744
2255,13194,8832
2256,23301,15823
2257,24845,16621
2258,20683,14181
2259,18292,12405
2260,38002,26620
2261,16674,11412
2262,19010,12031
2263,26072,17624
2264,37089,25455
2265,11535,7595
2266,28243,18872
2267,13852,9706
2268,19362,12382
2269,16689,10818
2270,12491,8579
2271,25780,17215
2272,16871,11005
2273,29226,19425
2274,25099,17018
2275,27542,17677
2276,18034,11958
2277,35704,22793
2278,34830,22701
2279,22130,13950
2280,21657,14009
2281,14005,9114
2282,24499,15940
2283,13821,9405
2284,9928,5954
2285,17251,11700
2286,16500,10844
2287,20311,13318
2288,14625,9346
2289,17240,11176
2290,20261,13484
2291,8579,5597
2292,7120,4573
2293,13795,8915
2294,14836,10017
2295,16186,10806
2296,16469,10555
2297,8781,5578
2298,7818,5272
2299,9886,6541
2300,11475,7233
2301,15834,10327
2302,11568,7371
2303,13123,9070
2304,24470,17096
2305,22913,14671
2306,12934,8719
2307,13985,9651
2308,10583,6836
2309,24144,15930
2310,19341,12881
2311,13870,9305
2312,15983,10904
2313,14536,9688
2314,21612,14586
2315,5596,3948
2316,4506,3147
2317,5832,3884
2318,21422,14544
2319,4430,3145
2320,5283,3696
2321,32519,21303
2322,14708,9830
2323,18735,13170
2324,40843,26574
2325,28739,19101
2326,3036,2165
2327,5613,3651
2328,21233,14329
2329,13638,9776
2330,3023,2143
2331,16627,10603
2332,21306,14918
2333,9890,6931
2334,19889,13244
2335,17461,12357
2336,12269,7983
2337,13421,8716
2338,12878,8460
2339,10763,7211
2340,35614,23911
2341,20732,13672
2342,14122,9656
2343,11688,8272
2344,3990,2817
2345,10965,7902
2346,30110,20021
2347,17568,11275
2348,28263,18469
2349,31749,21513
2350,19846,13189
2351,19438,12596
2352,18754,12040
2353,16563,11194
2354,33473,23516
2355,27339,17912
2356,37569,25709
2357,17109,11996
2358,19666,13239
2359,15746,9788
2360,21840,14519
2361,106693,73128
2362,14097,9504
2363,14019,9090
2364,26028,17524
2365,26112,18732
2366,25309,18509
2367,28207,18060
2368,17046,11338
2369,7399,5088
2370,17660,11349
2371,13650,8941
2372,18664,12029
2373,23277,15215
2374,16733,11516
2375,34480,24441
2376,25842,17292
2377,27388,18151
2378,28415,18866
2379,58077,43208
2380,21175,13906
2381,26449,17750
2382,28635,18377
2383,22307,15032
2384,9876,6229
2385,7674,5012
2386,21091,13970
2387,25875,17558
2388,19991,13516
2389,16902,11448
2390,21041,14382
2391,25468,15874
2392,18678,11769
2393,9752,6540
2394,14931,9778
2395,18639,12472
2396,26027,17456
2397,58133,38266
2398,23829,15237
2399,19465,12880
2400,19805,13379
2401,17921,12011
2402,24002,15086
2403,32741,21973
2404,22324,14554
2405,25277,16023
2406,19292,12682
2407,21162,14640
2408,28992,18617
2409,6971,4643
2410,21498,13452
2411,44153,28284
2412,21441,13463
2413,37325,24317
2414,19153,11992
2415,15220,9314
2416,21955,14388
2417,6298,3986
2418,17876,11352
2419,11106,7506
2420,31375,18648
2421,28777,18780
2422,6277,4248
2423,23734,15776
2424,32679,21850
2425,8706,6113
2426,26075,16688
2427,11297,7899
2428,21224,13863
2429,11288,7363
2430,14775,10358
2431,16323,11492
2432,13300,8640
2433,5227,3722
2434,14556,10012
2435,14526,9849
2436,19630,12937
2437,24296,16413
2438,61689,41444
2439,37457,26365
2440,53290,35302
2441,21360,14094
2442,34884,22834
2443,13607,8847
2444,35211,24271
2445,63521,41341
2446,45724,30451
2447,6972,4776
2448,31396,20634
2449,22334,14081
2450,21767,14100
2451,34356,23085
2452,16603,10820
2453,23462,15189
2454,4904,3378
2455,15833,10462
2456,17857,12565
2457,15233,9191
2458,26268,17517
2459,31308,20265
2460,5042,3534
2461,13043,8582
2462,43799,29831
2463,18879,13034
2464,17890,11269
2465,20522,13663
2466,12164,8827
2467,4555,3061
2468,19891,13716
2469,13394,8453
2470,17985,11889
2471,5545,3460
2472,26537,17563
2473,14375,9668
2474,14169,9264
2475,23546,15449
2476,13499,8746
2477,6650,4139
2478,17626,11574
2479,11108,7313
2480,14462,10192
2481,19648,13745
2482,17559,12092
2483,10737,7328
2484,10121,7225
2485,22736,16315
2486,13682,8969
2487,13837,8887
2488,5788,3934
2489,4733,3216
2490,5303,3535
2491,14856,10030
2492,5452,3684
2493,14242,8862
2494,7990,5216
2495,7853,5480
2496,6288,4133
2497,9462,6224
2498,7008,4769
2499,17864,11417
2500,7685,4989
2501,7579,4978
2502,22070,14140
2503,14263,9529
2504,12430,8424
2505,19121,12523
2506,13834,9285
2507,9504,6329
2508,28118,18452
2509,21745,14723
2510,24184,16306
2511,13969,9674
2512,13375,8974
2513,17597,12266
2514,31172,21316
2515,17263,12503
2516,1959,1305
2517,6241,4049
2518,4125,2632
2519,10840,7259
2520,4429,2975
2521,3244,2353
2522,2694,1972
2523,10037,6867
2524,9481,6411
2525,1649,1132
2526,22171,13893
2527,22573,15316
2528,22522,14499
2529,17509,11617
2530,15990,10668
2531,21191,14538
2532,22278,14647
2533,11089,7624
2534,12704,8795
2535,19907,13343
2536,13923,8891
2537,12663,8933
2538,19364,12935
2539,14271,10003
2540,13048,9106
2541,24060,16472
2542,27412,18324
2543,29093,19464
2544,8734,5658
2545,17006,11382
2546,12079,8121
2547,10703,7291
2548,11623,8115
2549,26079,17960
2550,14048,9778
2551,16755,11514
2552,22000,14431
2553,43670,30544
2554,22557,15459
2555,17907,11100
2556,15422,10322
2557,22282,14087
2558,15296,10419
2559,8268,5679
2560,18077,13136
2561,18124,12404
2562,30764,20376
2563,10350,7066
2564,23885,16819
2565,23582,15083
2566,24844,17149
2567,11321,7443
2568,10323,7315
2569,20949,13993
2570,19160,14167
2571,3179,2235
2572,21547,14368
2573,15796,10265
2574,12905,9214
2575,17122,11902
2576,15817,10531
2577,21302,13990
2578,13452,9245
2579,12822,9064
2580,11801,7839
2581,12064,8069
2582,17620,12276
2583,22255,15384
2584,8462,6021
2585,22623,15065
2586,17209,11499
2587,12089,7821
2588,26459,17488
2589,25191,17068
2590,26340,16690
2591,26810,17824
2592,20149,13586
2593,19056,12007
2594,21364,14561
2595,19329,13878
2596,23145,15119
2597,23741,15658
2598,16280,10811
2599,8982,5946
2600,17753,11730
2601,13857,9649
2602,15325,10063
2603,21261,13600
2604,11014,7361
2605,23325,16063
2606,4172,2778
2607,4982,3502
2608,6900,4265
2609,6231,4303
2610,9136,6264
2611,15326,9809
2612,8996,5962
2613,24454,15725
2614,16506,11461
2615,18085,12354
2616,5361,3565
2617,3550,2369
2618,15653,10221
2619,22058,15384
2620,19828,13208
2621,8860,6297
2622,21055,14197
2623,8254,5612
2624,7156,4980
2625,14818,9536
2626,17093,10495
2627,15203,10429
2628,11532,7404
2629,15968,10945
2630,1918,1288
2631,10423,6893
2632,11919,7604
2633,1328,927
2634,8619,6087
2635,28180,19716
2636,14727,9623
2637,9030,6179
2638,19868,12929
2639,20178,12832
2640,2078,1531
2641,28942,18398
2642,15917,10562
2643,27659,17820
2644,18878,12006
2645,12576,7949
2646,25335,16398
2647,19738,13399
2648,16665,11657
2649,27566,19008
2650,28979,20424
2651,29234,20570
2652,24119,16589
2653,32569,21938
2654,23511,15018
2655,21200,14501
2656,23418,15619
2657,17105,11483
2658,8839,6298
2659,18199,11739
2660,15241,9774
2661,27324,16953
2662,13121,8814
2663,12121,8413
2664,15921,10700
2665,12656,8291
2666,26362,16971
2667,49250,33290
2668,23259,15303
2669,21583,14086
2670,17765,11659
2671,25683,16835
2672,33248,21079
2673,13059,8606
2674,22809,15787
2675,23640,15877
2676,22833,15019
2677,15223,10116
2678,24697,16399
2679,28818,19005
2680,19865,12964
2681,20884,14559
2682,21231,13780
2683,7711,5237
2684,20708,14202
2685,16627,11497
2686,22730,15175
2687,14931,10435
2688,10718,7034
2689,16938,11274
2690,21813,14274
2691,16363,10719
2692,8995,6282
2693,25099,16512
2694,11312,7364
2695,25014,16666
2696,18850,12612
2697,11536,7620
2698,16469,10887
2699,16937,10823
2700,19049,11586
2701,14905,9937
2702,27451,17669
2703,25243,17135
2704,25174,16906
2705,22188,15364
2706,10969,7515
2707,20758,13674
2708,27131,17068
2709,43054,28242
2710,18647,12460
2711,7146,4668
2712,27605,18069
2713,4536,3250
2714,9513,6552
2715,15647,10701
2716,26875,17428
2717,23213,15179
2718,20321,13170
2719,22123,14767
2720,6036,4056
2721,17029,10930
2722,15929,10734
2723,18370,12435
2724,29633,20243
2725,11990,8048
2726,29116,18663
2727,4770,3145
2728,27735,17648
2729,45011,30050
2730,13000,8218
2731,12142,8552
2732,8818,5943
2733,31215,21310
2734,27563,17887
2735,25143,16249
2736,28144,19144
2737,35273,22714
2738,16674,10473
2739,21557,13791
2740,13013,9040
2741,23706,15957
2742,22866,15204
2743,19593,13325
2744,24745,15881
2745,18656,12317
2746,130710,85586
2747,23421,14926
2748,16373,10416
2749,10898,7122
2750,7411,4856
2751,10464,7184
2752,11924,8260
2753,16701,10849
2754,14432,9935
2755,30585,19808
2756,28901,19982
2757,7052,5053
2758,8924,5807
2759,25868,16676
2760,5705,4068
2761,2681,1937
2762,5562,3810
2763,6251,4140
2764,19714,12478
2765,7569,5212
2766,16266,10427
2767,16758,12133
2768,26126,18095
2769,19515,13218
2770,20249,13639
2771,13541,9239
2772,37896,24743
2773,22218,14787
2774,30640,20316
2775,29871,20167
2776,13498,8693
2777,7142,4830
2778,9993,6322
2779,14529,9614
2780,35467,24677
2781,20018,13180
2782,7443,5014
2783,17610,11728
2784,23074,14716
2785,27211,17356
2786,15845,10657
2787,28762,18820
2788,13049,8693
2789,4681,3189
2790,19041,12703
2791,28564,18478
2792,31549,21550
2793,40598,29012
2794,21661,15201
2795,17191,11684
2796,26127,18374
2797,22794,15654
2798,26053,16844
2799,15405,10633
2800,28503,18460
2801,10278,7112
2802,13894,8580
2803,20521,14112
2804,24699,16591
2805,22713,15769
2806,16468,10504
2807,10054,6368
2808,13469,8399
2809,16641,11044
2810,11466,7223
2811,18187,11638
2812,22104,13857
2813,18841,12946
2814,10151,6511
2815,15168,9824
2816,9441,6194
2817,11356,7156
2818,14405,9066
2819,15600,10264
2820,14682,9872
2821,17716,10823
2822,15812,10556
2823,18044,11322
2824,25298,16600
2825,20632,13228
2826,13733,8832
2827,13510,8980
2828,20261,13544
2829,24030,16409
2830,27064,17575
2831,22687,14575
2832,12942,8422
2833,13283,9039
2834,19036,13427
2835,21187,15167
2836,13966,9113
2837,19659,13826
2838,7847,5407
2839,18182,11529
2840,7403,5109
2841,17887,11838
2842,11387,7827
2843,8648,5994
2844,11919,7941
2845,19652,13392
2846,11455,7795
2847,22798,14766
2848,4239,3023
2849,10650,7518
2850,12987,8477
2851,16178,10627
2852,23400,15801
2853,11960,7984
2854,19807,12982
2855,21335,13775
2856,26188,17131
2857,39791,26099
2858,8018,5196
2859,9606,6239
2860,15070,9490
2861,23326,16564
2862,19526,12439
2863,10934,7444
2864,21113,14438
2865,8855,6267
2866,21455,14087
2867,12863,8801
2868,14730,9852
2869,12570,8465
2870,15607,10044
2871,21363,13767
2872,14340,9737
2873,23899,15918
2874,27018,17647
2875,20080,13102
2876,14889,9678
2877,20076,13456
2878,21114,14282
2879,17623,11606
2880,11179,7682
2881,14178,9180
2882,9756,6628
2883,6216,4182
2884,4419,3236
2885,6521,4325
2886,3366,2318
2887,33851,23464
2888,11471,8289
2889,13537,8900
2890,24970,15003
2891,24022,15890
2892,11579,7591
2893,39193,23900
2894,19635,12691
2895,17777,12067
2896,12507,7454
2897,14598,9444
2898,17265,11267
2899,21570,13828
2900,21431,14252
2901,22845,15198
2902,5862,4083
2903,12885,8178
2904,19574,13771
2905,22230,15277
2906,67567,38076
2907,19774,13064
2908,10129,6904
2909,21807,15021
2910,38584,26333
2911,23599,16394
2912,24602,16612
2913,5323,3609
2914,16723,11270
2915,10920,7308
2916,8190,5686
2917,28761,19764
2918,8398,5352
2919,10639,7130
2920,16909,11722
2921,9830,7112
2922,9025,6224
2923,25593,16680
2924,9688,6733
2925,25347,17370
2926,1622,1219
2927,14705,9834
2928,27382,18084
2929,21140,13667
2930,22374,14029
2931,12093,8148
2932,23037,15481
2933,23682,15068
2934,11237,7783
2935,10630,7257
2936,17788,12159
2937,16155,10973
2938,11887,8147
2939,22391,15872
2940,18420,12423
2941,19016,12998
2942,18592,12401
2943,8283,6115
2944,9835,6514
2945,43316,29849
2946,17769,11027
2947,17598,12228
2948,13785,9280
2949,26878,18292
2950,13324,8804
2951,6161,4141
2952,16787,11342
2953,21654,14459
2954,21277,13315
2955,16418,10568
2956,19364,12514
2957,25218,15472
2958,19817,13023
2959,24745,17190
2960,13696,8913
2961,25622,16944
2962,26603,17745
2963,15746,10418
2964,17850,11838
2965,19954,13407
2966,19498,12534
2967,34344,22519
2968,8427,6088
2969,19689,13420
2970,19304,12827
2971,27855,16912
2972,20325,14061
2973,17215,10952
2974,18092,12385
2975,21004,14765
2976,11862,8103
2977,21411,14755
2978,25474,16860
2979,13666,8315
2980,12652,8734
2981,13037,8894
2982,24153,15017
2983,25258,16414
2984,17502,11763
2985,16746,10794
2986,12974,8292
2987,15638,9939
2988,8267,5440
2989,17212,11158
2990,27780,17681
2991,21988,14634
2992,28145,17947
2993,13112,8763
2994,18325,12255
2995,11596,7125
2996,23996,16057
2997,11439,7197
2998,15536,10032
2999,10512,7085
3000,13155,8099
3001,18065,11231
3002,20218,12800
3003,28929,19770
3004,16005,10887
3005,22014,14595
3006,6123,4286
3007,26306,17064
3008,18645,12030
3009,15954,10097
3010,18403,12455
3011,20210,13148
3012,15201,10404
3013,23430,14952
3014,22244,14513
3015,30732,20529
3016,20571,13954
3017,23659,15779
3018,14902,10108
3019,20659,13667
3020,9424,6425
3021,24697,16500
3022,7868,5441
3023,13666,9158
3024,17869,12502
3025,4585,3004
3026,19419,13335
3027,19191,12568
3028,7915,5073
3029,6274,3960
3030,24966,15192
3031,21365,13519
3032,14630,10147
3033,12419,8904
3034,15461,10908
3035,38948,26349
3036,27163,17868
3037,18682,12923
3038,22344,14479
3039,35543,23679
3040,16944,11186
3041,25011,16677
3042,19099,13222
3043,22524,14502
3044,39482,26812
3045,28260,19084
3046,34109,21272
3047,21446,14648
3048,21890,14499
3049,14815,10035
3050,20284,13164
3051,17389,11903
3052,26174,17397
3053,11102,7369
3054,8937,5907
3055,15857,10716
3056,32396,22783
3057,15211,10045
3058,32513,20161
3059,26717,17419
3060,43911,29649
3061,13038,8828
3062,31984,20205
3063,22246,15274
3064,27076,17964
3065,25675,18867
3066,25314,17608
3067,20722,14330
3068,4560,3109
3069,12713,8806
3070,5854,4102
3071,6192,4297
3072,9860,6539
3073,13040,8320
3074,17644,10890
3075,21468,14160
3076,15411,10721
3077,25254,16896
3078,18919,12592
3079,11025,7416
3080,8515,5840
3081,10612,7447
3082,20196,13609
3083,14935,10242
3084,2723,1951
3085,17065,11546
3086,14535,9312
3087,12340,8132
3088,15933,10359
3089,17474,11310
3090,25939,16675
3091,17081,11805
3092,4868,3414
3093,3196,2433
3094,6009,3397
3095,10507,6980
3096,19401,12739
3097,31614,19756
3098,30653,21928
3099,35458,23676
3100,26137,17657
3101,22740,14999
3102,12584,8660
3103,16583,10599
3104,17317,11417
3105,16888,10893
3106,55438,36079
3107,19279,12613
3108,21837,15009
3109,15352,9842
3110,17121,11738
3111,14195,9447
3112,24218,15772
3113,20349,13583
3114,44087,30063
3115,12967,8561
3116,28169,18874
3117,39100,26965
3118,10460,7149
3119,11294,7527
3120,13993,9483
3121,39986,26859
3122,16584,10729
3123,16616,10916
3124,22375,15755
3125,9495,6364
3126,10590,7293
3127,10576,7063
3128,4496,3072
3129,9704,6029
3130,16710,10837
3131,33702,23427
3132,25915,16025
3133,21548,13602
3134,10644,7278
3135,36958,25127
3136,19486,12575
3137,25050,16855
3138,25211,16589
3139,21429,14630
3140,11687,8009
3141,73201,46939
3142,28208,18745
3143,7777,5538
3144,17120,10863
3145,10159,6632
3146,14026,9498
3147,38054,26061
3148,12158,8329
3149,26397,18162
3150,10504,6891
3151,4590,3101
3152,39462,25931
3153,16422,10839
3154,17830,11728
3155,29102,19153
3156,10056,6770
3157,20721,13222
3158,21337,13908
3159,4539,3040
3160,15121,10077
3161,17792,13033
3162,15045,9502
3163,27399,17667
3164,30211,20613
3165,22886,15391
3166,15359,11263
3167,25802,18851
3168,20614,14451
3169,18284,12708
3170,22548,16123
3171,14060,9731
3172,29163,19528
3173,12101,8985
3174,18037,12073
3175,21994,14318
3176,24168,15382
3177,24374,15602
3178,43880,28758
3179,8410,5725
3180,21386,13384
3181,17350,11156
3182,16097,10279
3183,24872,16564
3184,33049,22990
3185,23378,15793
3186,11191,7518
3187,22166,15282
3188,16159,10635
3189,5800,4109
3190,10292,6978
3191,7241,4514
3192,8719,5901
3193,36415,23603
3194,8932,5848
3195,6456,4309
3196,26824,17711
3197,34728,22218
3198,27796,17285
3199,19989,13693
3200,18955,12423
3201,21791,14639
3202,13943,9483
3203,31759,21378
3204,25075,16145
3205,12386,7887
3206,8296,5635
3207,17848,12372
3208,12731,9005
3209,3196,2266
3210,2852,2065
3211,2902,2143
